meta_id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	popu	author	pmid	year	n_blocks	n_variants	n_sig	url	note
PE02708	Operative procedures - main OPCS4: U05.1 Computed tomography of head	Surgical Procedures, Operative	D013514	420531	13502.0	407029.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	13	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-U051.tsv.bgz	
F900473	Von Willebrand disease	von Willebrand Diseases	D014842	371840	336.0	371504.0	EUR	Kurki MI	36653562	2023	7	20014217	52	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_VONVILLEBRAND.gz	
AT768	Number in household	Basic Reproduction Number	D050936	452264			UKB	Roslin Institute	30349118	2018	2	9124369	39	http://geneatlas.roslin.ed.ac.uk/	
GD01338	HLA DR+ CD8+ T cell %T cell	T-Lymphocytes	D013601	3595			EUR	Orrù V	32929287	2020	4	16899134	206	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001628	
F901679	Other enthesopathies	Schizophrenia Spectrum and Other Psychotic Disorders	D019967	285793	10581.0	275212.0	EUR	Kurki MI	36653562	2023	2	20011767	6	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_M13_ENTESOPATHYOTH.gz	
PE05004	M22 Disorders of patella	Chondromalacia Patellae	D046789	420531	1059.0	419472.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-M22-both_sexes.tsv.bgz	
GD09499	Renal cell carcinoma	Carcinoma, Renal Cell	D002292	8143	3227.0	4916.0	EUR	Laskar RS	31231134	2019	9	6078391	124	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008226	no MAF
PE02792	Operative procedures - main OPCS4: W03.6 Osteotomy of multiple metatarsals and fixation HFQ	Surgical Procedures, Operative	D013514	420531	149.0	420382.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W036.tsv.bgz	
F901713	Loose body in joint	Joint Loose Bodies	D007594	241527	665.0	240862.0	EUR	Kurki MI	36653562	2023	2	20009056	4	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_M13_LOOSEJOINT.gz	
PE02270	Operative procedures - main OPCS4: J18.2 Total cholecystectomy and exploration of common bile duct	Common Bile Duct	D003135	420531	300.0	420231.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-J182.tsv.bgz	
PA01044	Sleep apnea	Sleep Apnea Syndromes	D012891	419529	5621.0	413908.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861546	90	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-327.3-both_sexes.tsv.bgz	
DB058	Urinary albumin excertion in hypertensive enriched sample (at exam 6, GEE, adjusted for age and sex)	Albuminuria	D000419	532			EUR	Hwang SJ	17903292	2007	1	101760	1	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1310	
GD09562	Pancreatic cancer	Pancreatic Neoplasms	D010190	34631	2039.0	32592.0	EAS	Lin Y	32581250	2020	3	7904169	58	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST010001-GCST011000/GCST010616	no MAF
PE05551	Malignant neoplasm of testis	Testicular Neoplasms	D013736	185006	301.0	184705.0	UKB	Pan-UKB team	Pan-UKB	2022	5	23857101	78	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-187.2-males.tsv.bgz	
AT319	C81-C96 Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue	Hemic and Lymphatic Diseases	D006425	452264	3046.0	449218.0	UKB	Roslin Institute	30349118	2018	5	9124370	203	http://geneatlas.roslin.ed.ac.uk/	
FG00934	Mean FA in fornix on FA skeleton	Fornix, Brain	D020712	12101			UKB	Longda Jiang	31768069	2019	1	8492986	4	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25061.v1.1.fastGWA.gz	
FG03872	Cancer code, self-reported: malignant melanoma	Melanoma	D008545	456276	3564.0	452712.0	UKB	Longda Jiang	34737426	2021	7	11842556	585	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20001_1059.v1.0.fastGWA.gz	
GD01445	CD3 on CD8+ T cell	Chemokines	D018925	2918			EUR	Orrù V	32929287	2020	3	16491988	124	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001859	
GA031	Frequency of friend/family visits	Friends	D033062	383941			UKB	CTGLAB	31427789	2019	13	10598562	652	https://atlas.ctglab.nl/	
F900994	Other or unspecified paralytic strabismus	Strabismus	D013285	361414	177.0	361237.0	EUR	Kurki MI	36653562	2023	2	20014007	2	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_PARASTRANAS.gz	
PE02438	Operative procedures - main OPCS4: M49.4 Introduction of therapeutic substance into bladder	Surgical Procedures, Operative	D013514	420531	758.0	419773.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861554	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-M494.tsv.bgz	
GD01643	CD127 on CD45RA+ CD4+ T cell	Chemokines	D018925	2920			EUR	Orrù V	32929287	2020	4	16499024	662	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001932	
PA00625	Major dietary changes in the last 5 years: Yes, because of other reasons	Major Histocompatibility Complex	D008285	419509	117438.0	302071.0	UKB	Pan-UKB team	Pan-UKB	2022	8	23861543	126	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1538-both_sexes-2.tsv.bgz	
PE04125	Anterior thigh lean muscle volume (left)	Hypothalamus, Anterior	D007032	5073			UKB	Pan-UKB team	Pan-UKB	2022	9	19741374	27	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22405-both_sexes-irnt.tsv.bgz	
OT279	Diastolic blood pressure	Blood Pressure	D001794	136615			EAS	Kanai M	29403010	2018	9	4028145	247	http://jenger.riken.jp/en/result	no MAF
FG02031	Fractured bone site(s): Ankle	Fractures, Bone	D050723	453824	6388.0	447436.0	UKB	Longda Jiang	31768069	2019	2	8522157	58	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6151_1.v1.1.fastGWA.gz	
GD09457	Glaucoma	Glaucoma	D005901	402223	4462.0	397761.0	UKB	Zhou W	30104761	2018	12	28274094	362	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST008001-GCST009000/GCST008373	
PE02007	Operative procedures - main OPCS4: C71.2 Phacoemulsification of lens	Phacoemulsification	D018918	420531	696.0	419835.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C712.tsv.bgz	
FG00705	Workplace very dusty: Rarely/never	Workplace	D017132	113066	101558.0	11508.0	UKB	Longda Jiang	31768069	2019	1	8517488	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/22609_0.v1.1.fastGWA.gz	
PE01273	Vitamin and/or mineral supplement use: Chromium	Chromium	D002857	58890	247.0	58643.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23726619	3	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20084-both_sexes-482.tsv.bgz	
GD01587	IgD on IgD+ CD38- unswitched memory B cell	Chemokines	D018925	1834			EUR	Orrù V	32929287	2020	3	15644440	157	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001823	
FG00030	Coffee consumed	Coffee	D003069	64001	45146.0	18855.0	UKB	Longda Jiang	31768069	2019	3	8512073	8	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/100240.v1.1.fastGWA.gz	
F900225	Campylobacter enteritis	Campylobacter Infections	D002169	372357	701.0	371656.0	EUR	Kurki MI	36653562	2023	1	20014205	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_CAMPYLOENTERITIS.gz	
F902015	Maternal care related to the fetus and amniotic cavity and possible delivery problems	Pregnancy Complications	D011248	210870	41941.0	168929.0	EUR	Kurki MI	36653562	2023	2	20006616	3	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_O15_MATERN_CARE.gz	
GD01171	BMI-adjusted leptin measurement	Leptin	D020738	49830			EUR	Yaghootkar H	32917775	2020	5	204470	12	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90007001-GCST90008000/GCST90007322	
AT163	M53 Other dorsopathies, not elsewhere classified	Back Injuries	D019567	452264	593.0	451671.0	UKB	Roslin Institute	30349118	2018	24	9124361	48	http://geneatlas.roslin.ed.ac.uk/	
GD01651	CD25 on CD39+ activated CD4 regulatory T cell	Chemokines	D018925	3435			EUR	Orrù V	32929287	2020	2	16877309	248	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001940	
F900458	Other diseases of blood and blood-forming organs	Hematologic Diseases	D006402	372292	1892.0	370400.0	EUR	Kurki MI	36653562	2023	2	20014208	438	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_OTHERBLOOD.gz	
MR27747	Treatment/medication code: salbutamol 100micrograms spacehaler	Bronchodilator Agents	D001993	462933	2899.0	460034.0	UKB	Ben Elsworth	IEU-UKB	2018	1	3938410	1	https://gwas.mrcieu.ac.uk/files/ukb-b-11689/ukb-b-11689.vcf.gz	
MR00012	Age at last live birth	Live Birth	D050498	170248			UKB	Ben Elsworth	IEU-UKB	2018	7	9350983	540	https://gwas.mrcieu.ac.uk/files/ukb-b-8727/ukb-b-8727.vcf.gz	
MR29746	Sweets intake	Eating	D004435	64949			UKB	Ben Elsworth	IEU-UKB	2018	2	8582860	9	https://gwas.mrcieu.ac.uk/files/ukb-b-10217/ukb-b-10217.vcf.gz	
PE04799	H72 Perforation of tympanic membrane	Tympanic Membrane Perforation	D018058	420531	1086.0	419445.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	7	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-H72-both_sexes.tsv.bgz	
F900967	Disorders of eyelid, lacrimal system and orbit	Eyelid Diseases	D005141	377277	32593.0	344684.0	EUR	Kurki MI	36653562	2023	2	20014310	2	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_LIDLACRIMALORBIT.gz	
PE06561	Spondylosis with myelopathy	Spondylosis	D055009	402174	257.0	401917.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861480	4	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-721.2-both_sexes.tsv.bgz	
PE05239	S67 Crushing injury of wrist and hand	Pain	D010146	420531	193.0	420338.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S67-both_sexes.tsv.bgz	
MR08917	Body fat percentage	Fat Body	D005216	65831			EUR	Lu Y	26833246	2016	10	3196618	230	https://gwas.mrcieu.ac.uk/files/ebi-a-GCST003435/ebi-a-GCST003435.vcf.gz	
MR09367	Operation code: percutaneous/open kidney stone surgery/lithotripsy	Lithotripsy	D008096	462933	2645.0	460288.0	UKB	Ben Elsworth	IEU-UKB	2018	7	3756722	188	https://gwas.mrcieu.ac.uk/files/ukb-b-13537/ukb-b-13537.vcf.gz	
FG01515	Weighted-mean L3 in tract uncinate fasciculus (left)	Uncinate Fasciculus	D000083382	12099			UKB	Longda Jiang	31768069	2019	1	8493096	24	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25648.v1.1.fastGWA.gz	
PE05148	Q85 Phakomatoses, not elsewhere classified	Not-For-Profit Insurance Plans	D059034	420531	177.0	420354.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q85-both_sexes.tsv.bgz	
PE01034	Treatment/medication code: phenytoin	Phenytoin	D010672	420473	383.0	420090.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23852793	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-2038460076.tsv.bgz	
FG02014	Eye problems/disorders: Glaucoma	Glaucoma	D005901	147979	6368.0	141611.0	UKB	Longda Jiang	31768069	2019	19	8517642	782	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/6148_2.v1.1.fastGWA.gz	
PA00126	LDL direct	Cholesterol, LDL	D008078	8404			UKB	Pan-UKB team	Pan-UKB	2022	3	15961639	27	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30780-both_sexes-irnt.tsv.bgz	
GD00446	Carpal tunnel syndrome	Carpal Tunnel Syndrome	D002349	401656	12312.0	389344.0	UKB	Wiberg A	30833571	2019	16	8902881	422	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007581	
F900646	Erectile dysfunction	Erectile Dysfunction	D007172	166309	2205.0	164104.0	EUR	Kurki MI	36653562	2023	2	19999829	46	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_ERECTILE_DYSFUNCTION.gz	
PE05142	Q63 Other congenital malformations of kidney	Malformations of Cortical Development	D054220	420531	279.0	420252.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861554	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q63-both_sexes.tsv.bgz	
MR39037	Cough on most days	Cough	D003371	112583	15367.0	97216.0	UKB	Ben Elsworth	IEU-UKB	2018	3	6529271	24	https://gwas.mrcieu.ac.uk/files/ukb-b-16858/ukb-b-16858.vcf.gz	
F901327	Duodenal ulcer	Duodenal Ulcer	D004381	323907	3520.0	320387.0	EUR	Kurki MI	36653562	2023	4	20012973	269	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_K11_DULC.gz	
FG01539	Weighted-mean ICVF in tract superior thalamic radiation (left)	Thalamic Nuclei	D013787	12098			UKB	Longda Jiang	31768069	2019	8	8493070	356	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25673.v1.1.fastGWA.gz	
PH256	Waist hip ratio	Waist-Hip Ratio	D049629	77598			EUR	Randall JC	23754948	2013	5	2619488	139	http://www.broadinstitute.org/collaboration/giant/index.php/GIANT_consortium_data_files	no MAF
DB082	Interleukin 6 (at exam 7, GEE, adjusted for multivariable)	Interleukin-6	D015850	1006			EUR	Benjamin EJ	17903293	2007	8	103501	8	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1142	
PE07001	fusidic acid	Fusidic Acid	D005672	420531	17227.0	403304.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-fusidic_acid-both_sexes.tsv.bgz	
PE04858	I84 Haemorrhoids	Hemorrhoids	D006484	420531	26348.0	394183.0	UKB	Pan-UKB team	Pan-UKB	2022	7	23861553	166	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-I84-both_sexes.tsv.bgz	
PE01657	Mental health problems ever diagnosed by a professional: Any other phobia (eg disabling fear of heights or spiders)	Mental Health	D008603	135950	1848.0	134102.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23852665	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20544-both_sexes-5.tsv.bgz	
MR38772	Loneliness, isolation	Loneliness	D008132	455364	82436.0	372928.0	UKB	Ben Elsworth	IEU-UKB	2018	16	8822764	754	https://gwas.mrcieu.ac.uk/files/ukb-b-8476/ukb-b-8476.vcf.gz	
MR08461	Maximum digits remembered correctly	Memory, Short-Term	D008570	106162			UKB	Ben Elsworth	IEU-UKB	2018	6	9021861	431	https://gwas.mrcieu.ac.uk/files/ukb-b-18683/ukb-b-18683.vcf.gz	
FG03393	Ever had hysterectomy (womb removed)	Hysterectomy	D007044	218469	17911.0	200558.0	UKB	Longda Jiang	34737426	2021	7	11842595	90	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/3591.v1.0.fastGWA.gz	
OT306	Loneliness, isolation (LONE)	Emotions	D004644	267190			UKB	Nagel M	29500382	2018	7	10846406	208	https://ctg.cncr.nl/software/summary_statistics	no MAF
PA01257	Loud music exposure frequency	Noise, Occupational	D009623	686			UKB	Pan-UKB team	Pan-UKB	2022	67	13969419	154	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4836-both_sexes.tsv.bgz	
PE07066	mast cell stabilizer	Mast Cell Stabilizers	D000082142	420531	7265.0	413266.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861554	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-mast_cell_stabilizer-both_sexes.tsv.bgz	
PE07146	quinine bisulfate	Quinine	D011803	420531	7030.0	413501.0	UKB	Pan-UKB team	Pan-UKB	2022	4	23861554	107	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-quinine_bisulfate-both_sexes.tsv.bgz	
MR22681	Filtered coffee intake	Energy Intake	D002149	64949			UKB	Ben Elsworth	IEU-UKB	2018	3	8583829	49	https://gwas.mrcieu.ac.uk/files/ukb-b-748/ukb-b-748.vcf.gz	
F900400	COPD-related respiratory insufficiency	Respiratory Insufficiency	D012131	363107	3313.0	359794.0	EUR	Kurki MI	36653562	2023	2	20014045	248	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_COPD_INSUFFICIENCY.gz	
PE01740	Tobacco smoking: Never smoked	Tobacco Smoking	D000073869	105728	63016.0	42712.0	UKB	Pan-UKB team	Pan-UKB	2022	7	23840958	763	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-22506-both_sexes-114.tsv.bgz	
FG01190	Mean L3 in superior corona radiata on FA skeleton (right)	Macaca radiata	D008255	12101			UKB	Longda Jiang	31768069	2019	3	8492975	120	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25320.v1.1.fastGWA.gz	
PE06292	Calculus of bile duct	Cholelithiasis	D002769	402459	2917.0	399542.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861494	124	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-574.2-both_sexes.tsv.bgz	
AT305	malabsorption/coeliac disease	Malabsorption Syndromes	D008286	452264	1957.0	450307.0	UKB	Roslin Institute	30349118	2018	28	9122990	23138	http://geneatlas.roslin.ed.ac.uk/	
BE346	High light scatter reticulocyte percentage	Reticulocyte Count	D017701	344729			UKB	Nealelab	Nealelab	2018	9	10816229	609	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859637	
DB690	Mean internal carotid artery IMT (at exam 6, GEE, adjusted for age and sex)	Carotid Artery, Internal	D002343	888			EUR	Fox CS	17903303	2007	1	103155	1	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=960	
GD01718	CD25++ CD45RA+ CD4 not regulatory T cell Absolute Count	CD4 Lymphocyte Count	D018791	3405			EUR	Orrù V	32929287	2020	15	16857351	223	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001507	
PE03962	P duration	Substance P	D013373	30796			UKB	Pan-UKB team	Pan-UKB	2022	6	23181510	558	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-12338-both_sexes-irnt.tsv.bgz	
PE03419	Final attempt correct: yes	Memory and Learning Tests	D000073219	137999	132509.0	5490.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23852333	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-4294-both_sexes-1.tsv.bgz	
PE01911	Operative procedures - main OPCS4: A81.8 Other specified other operations on sympathetic nerve	Surgical Procedures, Operative	D013514	420531	366.0	420165.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861554	3	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-A818.tsv.bgz	
FG01229	Mean ICVF in cerebral peduncle on FA skeleton (left)	Cerebral Peduncle	D065850	12099			UKB	Longda Jiang	31768069	2019	9	8493065	626	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25359.v1.1.fastGWA.gz	
GD01216	CD25++ CD8+ T cell %CD8+ T cell	T-Lymphocytes	D013601	3162			EUR	Orrù V	32929287	2020	1	16737548	9	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001680	
GD01368	Monocyte Absolute Count	Leukocyte Count	D007958	3629			EUR	Orrù V	32929287	2020	2	16750149	11	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001583	
PA00410	Heel bone mineral density (BMD) T-score, automated	Bone Density	D015519	2635			UKB	Pan-UKB team	Pan-UKB	2022	3	15643818	10	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-78-both_sexes-irnt.tsv.bgz	
FG04894	Type of cancer: ICD10: PHESANT recoding	Neoplasms	D009369	456348	209.0	456139.0	UKB	Longda Jiang	34737426	2021	2	11842621	4	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/40006_D352.v1.0.fastGWA.gz	
MR28096	Number of days/week walked 10+ minutes	Walking	D016138	454783			UKB	Ben Elsworth	IEU-UKB	2018	18	9806712	609	https://gwas.mrcieu.ac.uk/files/ukb-b-4886/ukb-b-4886.vcf.gz	
FG00011	Iron	Iron, Dietary	D019266	64029			UKB	Longda Jiang	31768069	2019	1	8512507	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/100011.v1.1.fastGWA.gz	
PH304	Morning vs evening chronotype	Circadian Rhythm	D002940	89283	38937.0	50346.0	EUR	Hu Y	26835600	2016	15	9604	815	https://www.ebi.ac.uk/gwas/downloads/summary-statistics	no MAF
OT333	Type 2 Diabetes (adjusted for BMI)	Diabetes Mellitus, Type 2	D003924	898130	74124.0	824006.0	EUR	DIAGRAM	30297969	2018	60	131572	193	http://diagram-consortium.org/index.html	no MAF
GCST90026415	Mild obesity-related type 2 diabetes	Diabetes Mellitus, Type 2	D003924	4118	1374.0	2744.0	EUR	Mansour Aly D	34737425	2021	2	5400095	14	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026415	
FG00067	Sweet biscuits intake	Energy Intake	D002149	64001			UKB	Longda Jiang	31768069	2019	1	8512648	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/102360.v1.1.fastGWA.gz	
