meta_id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	popu	author	pmid	year	n_blocks	n_variants	n_sig	url	note	index	trait_abbr	trait_code
PE06781	Toxic effect of other gases, fumes, or vapors	Gases	D005740	419154	116.0	419038.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861552	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-987-both_sexes.tsv.bgz		572	TEOOGFOV_PE06781	CAUSALdb_TEOOGFOV_PE06781_572
F901312	Chronic pancreatitis	Pancreatitis, Chronic	D050500	334223	3320.0	330903.0	EUR	Kurki MI	36653562	2023	5	20013268	156	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_K11_CHRONPANC.gz		573	CP_F901312	CAUSALdb_CP_F901312_573
FG02668	Sialoadenitis	Sialadenitis	D012793	456348	350.0	455998.0	UKB	Longda Jiang	34737426	2021	1	11842609	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/527.2_PheCode.v1.0.fastGWA.gz		574	Sialoadenitis_FG02668	CAUSALdb_Sialoadenitis_FG02668_574
PE00743	Treatment/medication code: pizotifen	Histamine H1 Antagonists	D006634	420473	646.0	419827.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140883664.tsv.bgz		575	TMCP_PE00743	CAUSALdb_TMCP_PE00743_575
BE316	Heel bone mineral density (BMD)	Bone Density	D015519	206496			UKB	Nealelab	Nealelab	2018	9	10816229	609	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859607		576	HBMDB_BE316	CAUSALdb_HBMDB_BE316_576
AT619	K35-K38 Diseases of appendix	Appendicitis	D001064	452264	3906.0	448358.0	UKB	Roslin Institute	30349118	2018	1	9124362	31	http://geneatlas.roslin.ed.ac.uk/		577	KKDOA_AT619	CAUSALdb_KKDOA_AT619_577
FG01738	Volume of grey matter in Crus I Cerebellum (left)	Cerebellum	D002531	13627			UKB	Longda Jiang	31768069	2019	5	8494532	182	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25900.v1.1.fastGWA.gz		578	VOGMICICL_FG01738	CAUSALdb_VOGMICICL_FG01738_578
FG04555	Job coding: health and safety officer, occupational hygienist, safety adviser, road safety officer	Job Description	D007587	112278	143.0	112135.0	UKB	Longda Jiang	34737426	2021	1	11842547	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/22601_35673467.v1.0.fastGWA.gz		579	JCHASOOHSARSO_FG04555	CAUSALdb_JCHASOOHSARSO_FG04555_579
FG01208	Mean L3 in superior fronto-occipital fasciculus on FA skeleton (right)	Superior Sagittal Sinus	D054063	12101			UKB	Longda Jiang	31768069	2019	3	8492981	9	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25338.v1.1.fastGWA.gz		580	MLISFOFOFSR_FG01208	CAUSALdb_MLISFOFOFSR_FG01208_580
GD00367	erectile dysfunction	Erectile Dysfunction	D007172	223805	6175.0	217630.0	EUR	Bovijn J	30583798	2018	1	9358658	6	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006956		581	ED_GD00367	CAUSALdb_ED_GD00367_581
MR00790	Attendance/disability/mobility allowance: None of the above	Insurance, Disability	D018868	459354	432343.0	27011.0	UKB	Ben Elsworth	IEU-UKB	2018	11	9806740	268	https://gwas.mrcieu.ac.uk/files/ukb-b-3855/ukb-b-3855.vcf.gz		582	ADMANOTA_MR00790	CAUSALdb_ADMANOTA_MR00790_582
MR37376	Signal-to-noise-ratio (SNR) of triplet (left)	Hearing	D006309	148728			UKB	Ben Elsworth	IEU-UKB	2018	2	9268156	8	https://gwas.mrcieu.ac.uk/files/ukb-b-43/ukb-b-43.vcf.gz		583	STNRSOTL_MR37376	CAUSALdb_STNRSOTL_MR37376_583
F901108	Cerebral aneurysm, nonruptured	Intracranial Aneurysm	D002532	345255	2582.0	342673.0	EUR	Kurki MI	36653562	2023	5	20013612	105	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_ANEURYSM.gz		584	CAN_F901108	CAUSALdb_CAN_F901108_584
PE00112	Cereal type: Oat cereal (e.g. Ready Brek, porridge)	Edible Grain	D002523	349527	88841.0	260686.0	UKB	Pan-UKB team	Pan-UKB	2022	5	23861164	124	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1468-both_sexes-3.tsv.bgz		585	CTOCEGRBP_PE00112	CAUSALdb_CTOCEGRBP_PE00112_585
GD01010	left ventricular structural measurement	Myocardium	D009206	18096			UKB	Meyer HV	32814899	2020	10	13408577	223	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000291		586	LVSM_GD01010	CAUSALdb_LVSM_GD01010_586
PE01335	Types of spreads/sauces consumed: Tomato-based sauce	Inflorescence	D056626	58890	2768.0	56122.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23734928	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20088-both_sexes-346.tsv.bgz		587	TOSSCTBS_PE01335	CAUSALdb_TOSSCTBS_PE01335_587
MR32498	Diagnoses - main ICD10: C67.9 Bladder, unspecified	Diagnosis	D003933	463010	1380.0	461630.0	UKB	Ben Elsworth	IEU-UKB	2018	3	2270239	7	https://gwas.mrcieu.ac.uk/files/ukb-b-5421/ukb-b-5421.vcf.gz		588	DMICBU_MR32498	CAUSALdb_DMICBU_MR32498_588
GD01450	CD3 on CD28+ CD45RA+ CD8+ T cell	Chemokines	D018925	2919			EUR	Orrù V	32929287	2020	4	16498977	343	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001864		589	COCCRCTC_GD01450	CAUSALdb_COCCRCTC_GD01450_589
F900442	Hereditary deficiency of other clotting factors	Blood Coagulation Factors	D001779	371720	216.0	371504.0	EUR	Kurki MI	36653562	2023	11	20014214	951	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_HEREDOTHCLOFACTORS.gz		590	HDOOCF_F900442	CAUSALdb_HDOOCF_F900442_590
F901694	Hallux rigidus	Hallux Rigidus	D020859	245321	4459.0	240862.0	EUR	Kurki MI	36653562	2023	2	20009413	47	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_M13_HALLUXRIGIDUS.gz		591	HR_F901694	CAUSALdb_HR_F901694_591
FG00294	Day-of-week questionnaire completion requested: Tuesday	Patient Health Questionnaire	D000073222	64001	10293.0	53708.0	UKB	Longda Jiang	31768069	2019	1	8511814	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/20079_2.v1.1.fastGWA.gz		592	DOWQCRT_FG00294	CAUSALdb_DOWQCRT_FG00294_592
PE01675	Substances taken for anxiety: Drugs or alcohol (more than once)	Anxiety	D001007	114309	6177.0	108132.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23847000	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20549-both_sexes-4.tsv.bgz		593	STFADOAMTO_PE01675	CAUSALdb_STFADOAMTO_PE01675_593
AT468	L50-L54 Urticaria and erythema	Skin Diseases	D012871	452264	1134.0	451130.0	UKB	Roslin Institute	30349118	2018	6	9124361	10	http://geneatlas.roslin.ed.ac.uk/		594	LLUAE_AT468	CAUSALdb_LLUAE_AT468_594
PE02617	Operative procedures - main OPCS4: S64.2 Chemical destruction of nail bed	Surgical Procedures, Operative	D013514	420531	117.0	420414.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861554	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-S642.tsv.bgz		595	OPMOSCDONB_PE02617	CAUSALdb_OPMOSCDONB_PE02617_595
LD146	Cholesterol esters in medium LDL	Cholesterol, LDL	D008078	19273			EUR	Kettunen	27005778	2016	22	11819592	1435	http://www.computationalmedicine.fi/data#NMR_GWAS		596	CEIML_LD146	CAUSALdb_CEIML_LD146_596
PE01747	Workplace very noisy: Sometimes	Workplace	D017132	105057	59927.0	45130.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23840543	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-22606-both_sexes-1.tsv.bgz		597	WVNS_PE01747	CAUSALdb_WVNS_PE01747_597
GD02025	Pappalysin-1 levels	Cardiovascular System	D002319	21758			EUR	Folkersen L	33067605	2020	11	13692646	585	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012036		598	PL_GD02025	CAUSALdb_PL_GD02025_598
AT205	J35 Chronic diseases of tonsils and adenoids	Pharyngeal Diseases	D010608	452264	1093.0	451171.0	UKB	Roslin Institute	30349118	2018	9	9124370	11	http://geneatlas.roslin.ed.ac.uk/		599	JCDOTAA_AT205	CAUSALdb_JCDOTAA_AT205_599
PE06801	abortive anti-migraine agent|selective serotonin receptor agonist|migraine	Migraine Disorders	D008881	420531	4534.0	415997.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	67	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-abortive_anti-migraine_agent|selective_serotonin_receptor_agonist|migraine-both_sexes.tsv.bgz		600	AAMASSRAM_PE06801	CAUSALdb_AAMASSRAM_PE06801_600
PE06136	Emphysema	Emphysema	D004646	382081	2425.0	379656.0	UKB	Pan-UKB team	Pan-UKB	2022	4	23861396	240	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-496.1-both_sexes.tsv.bgz		601	Emphysema_PE06136	CAUSALdb_Emphysema_PE06136_601
F900455	Other nutritional anaemias	Nutritional and Metabolic Diseases	D009750	360811	283.0	360528.0	EUR	Kurki MI	36653562	2023	1	20013955	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_NUTRIANAEMIAOTHER.gz		602	ONA_F900455	CAUSALdb_ONA_F900455_602
MR36112	bipolar disorder	Bipolar Disorder	D001714	51710	20352.0	31358.0	EUR	Stahl, E	31043756	2019	16	12380513	240	https://gwas.mrcieu.ac.uk/files/ieu-b-41/ieu-b-41.vcf.gz		603	BD_MR36112	CAUSALdb_BD_MR36112_603
F901322	Other diseases of liver	Liver Diseases	D008107	371502	5052.0	366450.0	EUR	Kurki MI	36653562	2023	8	20014195	157	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_K11_DISLIVOTH.gz		604	ODOL_F901322	CAUSALdb_ODOL_F901322_604
PA00830	Speech-reception-threshold (SRT) estimate (right)	Hearing	D006309	132144			UKB	Pan-UKB team	Pan-UKB	2022	1	23851254	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20021-both_sexes-irnt.tsv.bgz		605	SRTSER_PA00830	CAUSALdb_SRTSER_PA00830_605
GD01640	CCR7 on naive CD4+ T cell	Chemokines	D018925	2910			EUR	Orrù V	32929287	2020	6	16490506	178	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001907		606	CONCTC_GD01640	CAUSALdb_CONCTC_GD01640_606
PE07168	selective histamine H1 inverse agonist|antihistamine	Receptors, Histamine H1	D011969	420531	2621.0	417910.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-selective_histamine_H1_inverse_agonist|antihistamine-both_sexes.tsv.bgz		607	SHHIAA_PE07168	CAUSALdb_SHHIAA_PE07168_607
F901908	Menorrhagia	Menorrhagia	D008595	129060	21496.0	107564.0	EUR	Kurki MI	36653562	2023	16	19988371	617	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_N14_MENORRHAGIA.gz		608	Menorrhagia_F901908	CAUSALdb_Menorrhagia_F901908_608
FG01254	Mean ICVF in superior longitudinal fasciculus on FA skeleton (left)	Superior Sagittal Sinus	D054063	12099			UKB	Longda Jiang	31768069	2019	7	8493116	213	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25385.v1.1.fastGWA.gz		609	MIISLFOFSL_FG01254	CAUSALdb_MIISLFOFSL_FG01254_609
AT082	B98 Other specified infectious agents as the cause of diseases classified to other chapters	Bacterial Infections	D001424	452264	918.0	451346.0	UKB	Roslin Institute	30349118	2018	7	9124366	21	http://geneatlas.roslin.ed.ac.uk/		610	BOSIAATCODCTOC_AT082	CAUSALdb_BOSIAATCODCTOC_AT082_610
F901799	Disorders of synovium and tendon	Rehabilitation of Speech and Language Disorders	D012049	295704	20492.0	275212.0	EUR	Kurki MI	36653562	2023	5	20011986	602	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_M13_SYNOTEND.gz		611	DOSAT_F901799	CAUSALdb_DOSAT_F901799_611
FG01754	Volume of grey matter in Vermis IX Cerebellum	Cerebellar Vermis	D065814	13627			UKB	Longda Jiang	31768069	2019	4	8494580	119	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25916.v1.1.fastGWA.gz		612	VOGMIVIC_FG01754	CAUSALdb_VOGMIVIC_FG01754_612
PE04571	C34 Malignant neoplasm of bronchus and lung	Respiratory Tract Neoplasms	D012142	420531	3048.0	417483.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861554	91	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C34-both_sexes.tsv.bgz		613	CMNOBAL_PE04571	CAUSALdb_CMNOBAL_PE04571_613
PH427	Intelligence	Intelligence	D007360	78308			UKB	Sniekers S	28530673	2017	17	10016491	329	https://www.ebi.ac.uk/gwas/downloads/summary-statistics	no MAF	614	Intelligence_PH427	CAUSALdb_Intelligence_PH427_614
PE04979	L72 Follicular cysts of skin and subcutaneous tissue	Follicular Cyst	D005497	420531	9105.0	411426.0	UKB	Pan-UKB team	Pan-UKB	2022	9	23861554	892	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-L72-both_sexes.tsv.bgz		615	LFCOSAST_PE04979	CAUSALdb_LFCOSAST_PE04979_615
FG01202	Mean L3 in cingulum hippocampus on FA skeleton (right)	Hippocampus	D006624	12101			UKB	Longda Jiang	31768069	2019	1	8492986	78	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25332.v1.1.fastGWA.gz		616	MLICHOFSR_FG01202	CAUSALdb_MLICHOFSR_FG01202_616
GD00880	FEV1/FVC ratio x sex interaction	Respiratory Function Tests	D012129	303612	168137.0	135475.0	UKB	Fawcett KA	33728380	2020	2	7745510	43	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014239		617	FFRXSI_GD00880	CAUSALdb_FFRXSI_GD00880_617
MR36139	Non-cancer illness code, self-reported: pulmonary embolism +/- dvt	Pulmonary Embolism	D011655	462933	3823.0	459110.0	UKB	Ben Elsworth	IEU-UKB	2018	6	4439665	390	https://gwas.mrcieu.ac.uk/files/ukb-b-16048/ukb-b-16048.vcf.gz		618	NCICSRPED_MR36139	CAUSALdb_NCICSRPED_MR36139_618
F900407	STROKE	Stroke	D020521	311635	39818.0	271817.0	EUR	Kurki MI	36653562	2023	12	20012675	181	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_C_STROKE.gz		619	STROKE_F900407	CAUSALdb_STROKE_F900407_619
F900445	Immunodeficiency with predominantly antibody defects	Immunologic Deficiency Syndromes	D007153	371966	711.0	371255.0	EUR	Kurki MI	36653562	2023	1	20014217	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_D3_IMMUDEFANTIBODY.gz		620	IWPAD_F900445	CAUSALdb_IWPAD_F900445_620
PE03478	Surgery on leg arteries (other than for varicose veins)	Varicose Veins	D014648	30211	1126.0	29085.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23199294	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-5529-both_sexes-5529.tsv.bgz		621	SOLAOTFVV_PE03478	CAUSALdb_SOLAOTFVV_PE03478_621
FG01860	Length of menstrual cycle	Menstrual Cycle	D008597	42256			UKB	Longda Jiang	31768069	2019	11	8511199	771	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/3710.v1.1.fastGWA.gz		622	LOMC_FG01860	CAUSALdb_LOMC_FG01860_622
PE07079	miconazole/hydrocortisone	Miconazole	D008825	420531	15150.0	405381.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23829484	3	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-miconazole_hydrocortisone-both_sexes.tsv.bgz		623	MH_PE07079	CAUSALdb_MH_PE07079_623
MR36260	Cancer code, self-reported: cervical cancer	Uterine Cervical Neoplasms	D002583	462933	1889.0	461044.0	UKB	Ben Elsworth	IEU-UKB	2018	1	3044342	184	https://gwas.mrcieu.ac.uk/files/ukb-b-8777/ukb-b-8777.vcf.gz		624	CCSRCC_MR36260	CAUSALdb_CCSRCC_MR36260_624
MR39240	Diagnoses - main ICD10: K35.9 Acute appendicitis, unspecified	Diagnosis	D003933	463010	1568.0	461442.0	UKB	Ben Elsworth	IEU-UKB	2018	1	2600242	12	https://gwas.mrcieu.ac.uk/files/ukb-b-686/ukb-b-686.vcf.gz		625	DMIKAAU_MR39240	CAUSALdb_DMIKAAU_MR39240_625
PE01628	Victim of physically violent crime	Crime Victims	D019548	136104	25236.0	110868.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23852670	8	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20529-both_sexes-20529.tsv.bgz		626	VOPVC_PE01628	CAUSALdb_VOPVC_PE01628_626
GA033	Time spent outdoors in winter	Human Activities	D006802	304316			UKB	CTGLAB	31427789	2019	16	10367358	924	https://atlas.ctglab.nl/		627	TSOIW_GA033	CAUSALdb_TSOIW_GA033_627
BE199	R59 Enlarged lymph nodes	Signs and Symptoms	D012816	361194	1011.0	360183.0	UKB	Nealelab	Nealelab	2018	7	10816227	7	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859490		628	RELN_BE199	CAUSALdb_RELN_BE199_628
PE01194	Operation code: cervical polyps removed	Polyps	D011127	420473	400.0	420073.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1541.tsv.bgz		629	OCCPR_PE01194	CAUSALdb_OCCPR_PE01194_629
PE00981	Treatment/medication code: tiotropium	Bronchodilator Agents	D001993	420473	1061.0	419412.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861554	7	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141182628.tsv.bgz		630	TMCT_PE00981	CAUSALdb_TMCT_PE00981_630
MR15329	Operative procedures - secondary OPCS: Z49.4 Skin of back	Surgical Procedures, Operative	D013514	463010	4928.0	458082.0	UKB	Ben Elsworth	IEU-UKB	2018	1	4857258	6	https://gwas.mrcieu.ac.uk/files/ukb-b-744/ukb-b-744.vcf.gz		631	OPSOZSOB_MR15329	CAUSALdb_OPSOZSOB_MR15329_631
PE00077	Usual side of head for mobile phone use: Left	Cell Phone Use	D000075782	352858	125964.0	226894.0	UKB	Pan-UKB team	Pan-UKB	2022	6	23861224	192	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1150-both_sexes-1.tsv.bgz		632	USOHFMPUL_PE00077	CAUSALdb_USOHFMPUL_PE00077_632
MR38120	Pairs matching completion status	Base Pairing	D020029	113162			UKB	Ben Elsworth	IEU-UKB	2018	1	9068325	1	https://gwas.mrcieu.ac.uk/files/ukb-b-18/ukb-b-18.vcf.gz		633	PMCS_MR38120	CAUSALdb_PMCS_MR38120_633
MR14174	Cholecystitits	Cholecystitis	D002764	486484	4052.0	482432.0	UKB	Hamilton F	IEU-UKB	2021	2	12242389	40	https://gwas.mrcieu.ac.uk/files/ieu-b-4971/ieu-b-4971.vcf.gz		634	Cholecystitits_MR14174	CAUSALdb_Cholecystitits_MR14174_634
FG01183	Mean L3 in anterior limb of internal capsule on FA skeleton (left)	Internal Capsule	D020772	12101			UKB	Longda Jiang	31768069	2019	2	8492969	3536	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25313.v1.1.fastGWA.gz		635	MLIALOICOFSL_FG01183	CAUSALdb_MLIALOICOFSL_FG01183_635
PE00267	Non-cancer illness code, self-reported: migraine	Migraine Disorders	D008881	420473	12423.0	408050.0	UKB	Pan-UKB team	Pan-UKB	2022	13	23861554	706	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1265.tsv.bgz		636	NCICSRM_PE00267	CAUSALdb_NCICSRM_PE00267_636
CA295	Ferritin levels	Ferritins	D005293	9818			EUR	Prins B 	28887542	2017	8	24663864	136	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/PrinsBP_28887542_GCST005072	no MAF	637	FL_CA295	CAUSALdb_FL_CA295_637
FG00400	Home area population density - urban or rural: Scotland - Large Urban Area	Population Density	D011156	451904	25864.0	426040.0	UKB	Longda Jiang	31768069	2019	14	8526450	41	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/20118_11.v1.1.fastGWA.gz		638	HAPDUORSLUA_FG00400	CAUSALdb_HAPDUORSLUA_FG00400_638
PE04316	Age emphysema/chronic bronchitis diagnosed	Bronchitis, Chronic	D029481	5792			UKB	Pan-UKB team	Pan-UKB	2022	3	20084086	5	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-3992-both_sexes-irnt.tsv.bgz		639	AECBD_PE04316	CAUSALdb_AECBD_PE04316_639
PE06077	Peripheral angiopathy in diseases classified elsewhere	Peripheral Vascular Diseases	D016491	409008	443.0	408565.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861511	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-443.7-both_sexes.tsv.bgz		640	PAIDCE_PE06077	CAUSALdb_PAIDCE_PE06077_640
PE02339	Operative procedures - main OPCS4: L26.4 Aortography	Aortography	D001027	420531	242.0	420289.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	3	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-L264.tsv.bgz		641	OPMOLA_PE02339	CAUSALdb_OPMOLA_PE02339_641
GCST90101748	Triglyceride levels	Triglycerides	D014280	24600			AFR	Choudhury A	35546142	2022	10	22153112	103	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90101001-GCST90102000/GCST90101748	no MAF	642	TL_GCST90101748	CAUSALdb_TL_GCST90101748_642
PA00331	Arm fat percentage (right)	Body Fat Distribution	D050218	8658			UKB	Pan-UKB team	Pan-UKB	2022	61	15966676	517	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-23119-both_sexes-irnt.tsv.bgz		643	AFPR_PA00331	CAUSALdb_AFPR_PA00331_643
GD01451	CD3 on CD28- CD8+ T cell	Chemokines	D018925	2919			EUR	Orrù V	32929287	2020	2	16498943	39	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001865		644	COCCTC_GD01451	CAUSALdb_COCCTC_GD01451_644
LD133	Cholesterol esters in large vLDL	Cholesterol, LDL	D008078	18960			EUR	Kettunen	27005778	2016	15	11696399	1073	http://www.computationalmedicine.fi/data#NMR_GWAS		645	CEILV_LD133	CAUSALdb_CEILV_LD133_645
BE243	Age hay fever, rhinitis or eczema diagnosed	Rhinitis, Allergic, Seasonal	D006255	72232			UKB	Nealelab	Nealelab	2018	9	10816229	609	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859534		646	AHFROED_BE243	CAUSALdb_AHFROED_BE243_646
FG03840	Job coding: collector/door-to-door salesperson, canvasser, credit agent, insurance agent, travelling salesperson, commercial traveller	Job Description	D007587	112278	1004.0	111274.0	UKB	Longda Jiang	34737426	2021	1	11842535	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/22601_71213337.v1.0.fastGWA.gz		647	JCCDTDSCCAIATSCT_FG03840	CAUSALdb_JCCDTDSCCAIATSCT_FG03840_647
FG04517	Treatment/medication code: hydroxychloroquine	Hydroxychloroquine	D006886	456276	627.0	455649.0	UKB	Longda Jiang	34737426	2021	2	11842593	132	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1140884308.v1.0.fastGWA.gz		648	TMCH_FG04517	CAUSALdb_TMCH_FG04517_648
MR02133	Hearing aid user	Hearing Aids	D006310	280546	14048.0	266498.0	UKB	Ben Elsworth	IEU-UKB	2018	9	6402496	204	https://gwas.mrcieu.ac.uk/files/ukb-b-19060/ukb-b-19060.vcf.gz		649	HAU_MR02133	CAUSALdb_HAU_MR02133_649
GD00221	social interaction measurement	Loneliness	D008132	452302	135060.0	317242.0	UKB	Day FR	29970889	2018	9	7709397	507	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006920		650	SIM_GD00221	CAUSALdb_SIM_GD00221_650
BE175	O36 Maternal care for other known or suspected foetal problems	Pregnancy Complications	D011248	361194	1149.0	360045.0	UKB	Nealelab	Nealelab	2018	16	10816228	25	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859466		651	OMCFOKOSFP_BE175	CAUSALdb_OMCFOKOSFP_BE175_651
