f_tf_name	f_tf_id	f_family	f_protein	f_entrez_id
NKX2-6	ENSG00000180053	Homeobox	ENSP00000320089.3;	137814
FOXH1	ENSG00000160973	Fork_head	ENSP00000366534.4;	8928
FOXS1	ENSG00000179772	Fork_head	ENSP00000365145.3;	2307
FOXN3	ENSG00000053254	Fork_head	ENSP00000451024.1;ENSP00000452227.1;ENSP00000479114.1;ENSP00000343288.4;ENSP00000450833.1;ENSP00000451135.1;ENSP00000452005.1;ENSP00000261302.5;ENSP00000450684.1;ENSP00000451437.1;	1112
ZNF419	ENSG00000105136	zf-C2H2	ENSP00000414709.2;ENSP00000392129.2;ENSP00000388864.1;ENSP00000390916.1;ENSP00000299860.9;ENSP00000221735.7;	79744
ZNF311	ENSG00000197935	zf-C2H2	ENSP00000366384.3;	282890
ZBTB17	ENSG00000116809	ZBTB	ENSP00000408483.1;ENSP00000438529.1;ENSP00000364895.4;ENSP00000364895.4;ENSP00000364885.2;ENSP00000364885.2;ENSP00000400827.1;	7709
UBTF	ENSG00000108312	HMG	ENSP00000432925.1;ENSP00000431539.1;ENSP00000345297.5;ENSP00000390669.1;ENSP00000433046.1;ENSP00000435708.1;ENSP00000437180.1;ENSP00000377231.3;ENSP00000302640.4;ENSP00000431295.1;	7343
ZNF2	ENSG00000275111	zf-C2H2	ENSP00000483131.1;ENSP00000482030.1;ENSP00000477960.1;ENSP00000480057.1;ENSP00000480297.1;	7549
ZNF383	ENSG00000188283	zf-C2H2	ENSP00000507972.1;ENSP00000466101.1;ENSP00000464871.1;ENSP00000340132.2;	163087
ZNF449	ENSG00000173275	zf-C2H2	ENSP00000339585.4;	203523
DDIT3	ENSG00000175197	TF_bZIP	ENSP00000494844.1;ENSP00000340671.3;ENSP00000448665.1;ENSP00000447803.1;ENSP00000447188.1;	1649
HLX	ENSG00000136630	Homeobox	ENSP00000355870.5;ENSP00000408248.1;	
ZNF516	ENSG00000101493	zf-C2H2	ENSP00000394757.2;ENSP00000478712.1;ENSP00000446211.1;	9658
ZNF423	ENSG00000102935	zf-C2H2	ENSP00000455061.1;ENSP00000455426.1;ENSP00000457928.1;ENSP00000457664.1;ENSP00000442321.1;ENSP00000455588.3;	23090
ZNF7	ENSG00000147789	zf-C2H2	ENSP00000439424.1;ENSP00000433630.2;ENSP00000393260.2;ENSP00000432641.2;ENSP00000433656.2;ENSP00000432724.1;	7553
ARID3C	ENSG00000205143	ARID	ENSP00000510553.1;ENSP00000368189.2;	
NFIC	ENSG00000141905	CTF_NFI	ENSP00000465177.1;ENSP00000466647.1;ENSP00000465655.1;ENSP00000396843.2;ENSP00000378543.2;ENSP00000492983.1;ENSP00000342194.2;	4782
CARHSP1	ENSG00000153048	CSD	ENSP00000455522.1;ENSP00000460812.1;ENSP00000478055.1;ENSP00000455016.1;ENSP00000483591.1;ENSP00000455284.1;ENSP00000481550.1;ENSP00000455855.1;ENSP00000379838.2;ENSP00000311847.4;ENSP00000480542.1;ENSP00000457864.1;ENSP00000456909.1;ENSP00000480144.1;	23589
MXI1	ENSG00000119950	bHLH	ENSP00000354606.4;ENSP00000499128.1;ENSP00000498928.1;ENSP00000498554.1;ENSP00000498396.1;ENSP00000499087.1;ENSP00000499158.1;ENSP00000331152.5;ENSP00000498971.1;ENSP00000499209.1;ENSP00000498306.1;ENSP00000376842.1;ENSP00000498547.1;ENSP00000498873.1;ENSP00000398981.1;ENSP00000498764.1;ENSP00000498536.1;ENSP00000498573.1;ENSP00000498390.1;ENSP00000407711.1;ENSP00000358625.1;ENSP00000239007.7;ENSP00000498472.1;ENSP00000498900.1;ENSP00000498951.1;ENSP00000498238.1;ENSP00000499161.1;	4601
TFDP1	ENSG00000198176	E2F	ENSP00000386145.2;ENSP00000401389.1;ENSP00000364519.4;	7027
ZNF681	ENSG00000196172	zf-C2H2	ENSP00000384000.3;ENSP00000433806.1;	
ARNT	ENSG00000143437	bHLH	ENSP00000423851.1;ENSP00000425899.1;ENSP00000427571.1;ENSP00000351407.5;ENSP00000346372.2;	405
ZIM2	ENSG00000269699	zf-C2H2	ENSP00000510784.1;ENSP00000468984.1;ENSP00000470326.1;ENSP00000486502.2;ENSP00000472306.1;	23619
ZNF570	ENSG00000171827	zf-C2H2	ENSP00000467218.1;ENSP00000331540.1;	148268
KLF14	ENSG00000266265	zf-C2H2	ENSP00000463287.1;	136259
CEBPG	ENSG00000153879	TF_bZIP	ENSP00000499062.1;ENSP00000466022.2;ENSP00000284000.2;	1054
POU3F3	ENSG00000198914	Pou	ENSP00000355001.2;ENSP00000501036.1;	5455
ZNF37A	ENSG00000075407	zf-C2H2	ENSP00000508865.1;ENSP00000329141.3;ENSP00000354377.4;	7587
AFF4	ENSG00000072364	AF-4	ENSP00000395268.1;ENSP00000265343.5;ENSP00000367858.3;ENSP00000409069.1;	27125
DUXA	ENSG00000258873	Homeobox	ENSP00000452398.1;	503835
ZNF783	ENSG00000204946	zf-C2H2	ENSP00000410890.1;	100289678
ZNF133	ENSG00000125846	zf-C2H2	ENSP00000385279.2;ENSP00000481326.1;ENSP00000439427.2;ENSP00000366899.3;ENSP00000487315.1;ENSP00000406638.2;ENSP00000383945.1;ENSP00000442978.2;ENSP00000400897.3;ENSP00000346090.3;ENSP00000485741.1;	7692
AR	ENSG00000169083	ESR-like	ENSP00000379359.3;ENSP00000425199.1;ENSP00000363822.3;ENSP00000484033.2;ENSP00000421155.1;	367
OVOL3	ENSG00000105261	zf-C2H2	ENSP00000487603.1;ENSP00000465620.2;	728361
ZNF646	ENSG00000167395	zf-C2H2	ENSP00000378429.2;ENSP00000391271.1;ENSP00000300850.5;	9726
MECP2	ENSG00000169057	MBD	ENSP00000301948.6;ENSP00000384865.2;ENSP00000395535.2;ENSP00000486978.1;	4204
HMGB3	ENSG00000029993	HMG	ENSP00000359393.3;ENSP00000410354.1;ENSP00000417027.1;ENSP00000405601.1;ENSP00000442758.1;	3149
PHOX2A	ENSG00000165462	Homeobox	ENSP00000444845.1;ENSP00000298231.5;	
GLIS1	ENSG00000174332	zf-C2H2	ENSP00000486112.1;ENSP00000309653.2;	148979
FOXD4L6	ENSG00000273514	Fork_head	ENSP00000484875.1;	653404
FEZF2	ENSG00000153266	zf-C2H2	ENSP00000418804.1;ENSP00000418589.1;ENSP00000283268.3;	55079
TTF1	ENSG00000125482	MYB	ENSP00000333920.2;ENSP00000481441.1;	7270
MBD2	ENSG00000134046	MBD	ENSP00000464554.1;ENSP00000256429.3;ENSP00000381435.2;	8932
ZNF524	ENSG00000171443	zf-C2H2	ENSP00000301073.2;ENSP00000466907.1;	
ARNT2	ENSG00000172379	bHLH	ENSP00000307479.4;ENSP00000453651.1;ENSP00000453792.1;	
ZFHX4	ENSG00000091656	Homeobox	ENSP00000430848.1;ENSP00000498249.1;ENSP00000429495.2;ENSP00000498627.1;	79776
PITX1	ENSG00000069011	Homeobox	ENSP00000265340.6;ENSP00000422908.1;ENSP00000427542.1;ENSP00000423624.1;	5307
GABPA	ENSG00000154727	ETS	ENSP00000382948.3;ENSP00000346886.3;	2551
MYB	ENSG00000118513	MYB	ENSP00000436602.1;ENSP00000433458.1;ENSP00000432948.1;ENSP00000434639.1;ENSP00000434420.1;ENSP00000434816.1;ENSP00000436925.1;ENSP00000434723.1;ENSP00000356788.4;ENSP00000436605.1;ENSP00000477898.1;ENSP00000432811.1;ENSP00000403387.2;ENSP00000356786.2;ENSP00000339992.5;ENSP00000435938.1;ENSP00000413011.2;ENSP00000433745.1;ENSP00000434795.1;ENSP00000432877.1;ENSP00000436385.1;ENSP00000435497.1;ENSP00000434917.1;ENSP00000435055.1;ENSP00000435595.1;ENSP00000390460.2;ENSP00000437264.1;ENSP00000433844.1;ENSP00000433227.1;ENSP00000341050.5;ENSP00000435293.1;ENSP00000432168.1;ENSP00000437081.1;ENSP00000410825.2;ENSP00000435578.1;ENSP00000326328.8;ENSP00000432851.1;	4602
ZNF480	ENSG00000198464	zf-C2H2	ENSP00000417424.1;ENSP00000334164.6;ENSP00000335670.6;ENSP00000471754.1;	147657
ZIM3	ENSG00000141946	zf-C2H2	ENSP00000269834.1;	114026
ZNF697	ENSG00000143067	zf-C2H2	ENSP00000396857.2;	90874
ZFP28	ENSG00000196867	zf-C2H2	ENSP00000301318.3;	140612
THAP10	ENSG00000129028	THAP	ENSP00000249861.4;	
SEBOX	ENSG00000274529	Homeobox	ENSP00000444503.3;	645832
UNCX	ENSG00000164853	Homeobox	ENSP00000314480.8;	
ZNF512B	ENSG00000196700	zf-C2H2	ENSP00000358904.1;	57473
ST18	ENSG00000147488	zf-C2HC	ENSP00000509475.1;ENSP00000508476.1;ENSP00000428521.1;ENSP00000276480.7;	9705
ZNF514	ENSG00000144026	zf-C2H2	ENSP00000295208.2;ENSP00000405509.1;	84874
PIAS2	ENSG00000078043	zf-MIZ	ENSP00000465676.1;ENSP00000317163.6;ENSP00000443238.1;ENSP00000479025.1;	9063
PRDM6	ENSG00000061455	zf-C2H2	ENSP00000384725.3;	93166
ZNF529	ENSG00000186020	zf-C2H2	ENSP00000465917.1;ENSP00000465578.1;ENSP00000468594.1;ENSP00000334695.7;	57711
NR5A2	ENSG00000116833	SF-like	ENSP00000356326.3;ENSP00000356331.3;ENSP00000236914.3;ENSP00000439116.1;	2494
HOXC12	ENSG00000123407	Homeobox	ENSP00000243103.3;	
ZNF221	ENSG00000159905	zf-C2H2	ENSP00000467367.1;ENSP00000477876.1;ENSP00000467446.1;ENSP00000251269.4;	7638
E2F7	ENSG00000165891	E2F	ENSP00000449284.1;ENSP00000323246.7;ENSP00000447963.1;ENSP00000448245.1;ENSP00000393639.2;	144455
ZNF676	ENSG00000196109	zf-C2H2	ENSP00000380310.1;ENSP00000497897.1;	163223
ZFX	ENSG00000005889	zf-C2H2	ENSP00000343384.3;ENSP00000368486.4;ENSP00000438233.1;ENSP00000304985.5;ENSP00000368475.1;	7543
ZNF169	ENSG00000175787	zf-C2H2	ENSP00000378792.2;	169841
RHOXF2B	ENSG00000203989	Homeobox	ENSP00000360455.3;	727940
ZNF844	ENSG00000223547	zf-C2H2	ENSP00000392024.3;ENSP00000448588.1;	
ZNF398	ENSG00000197024	zf-C2H2	ENSP00000419391.1;ENSP00000418564.1;ENSP00000389972.2;ENSP00000420418.1;	57541
FOS	ENSG00000170345	TF_bZIP	ENSP00000306245.4;ENSP00000451786.1;ENSP00000452386.1;ENSP00000450886.1;ENSP00000452590.1;	2353
TBX2	ENSG00000121068	T-box	ENSP00000404781.1;ENSP00000240328.3;	6909
WIZ	ENSG00000011451	zf-C2H2	ENSP00000501256.3;ENSP00000445824.1;ENSP00000501300.1;ENSP00000495441.1;ENSP00000500993.1;ENSP00000263381.5;ENSP00000469022.1;ENSP00000373933.5;	58525
OTX1	ENSG00000115507	TF_Otx	ENSP00000355631.3;ENSP00000282549.2;	5013
ETV5	ENSG00000244405	ETS	ENSP00000413755.1;ENSP00000306894.5;	
ETV3	ENSG00000117036	ETS	ENSP00000357175.4;ENSP00000327316.4;	2117
IKZF3	ENSG00000161405	zf-C2H2	ENSP00000344471.3;ENSP00000341977.3;ENSP00000367194.2;ENSP00000345622.3;ENSP00000438972.1;ENSP00000462791.1;ENSP00000420463.1;ENSP00000463505.1;ENSP00000367179.3;ENSP00000403776.2;ENSP00000344544.3;	22806
ZKSCAN2	ENSG00000155592	zf-C2H2	ENSP00000331626.7;	342357
LEUTX	ENSG00000213921	Homeobox	ENSP00000491740.1;ENSP00000380053.3;	342900
ZNF92	ENSG00000146757	zf-C2H2	ENSP00000400495.1;ENSP00000350113.2;ENSP00000396126.2;ENSP00000332595.8;	168374
MYOD1	ENSG00000129152	bHLH	ENSP00000250003.3;	
PROX2	ENSG00000119608	HPD	ENSP00000501015.1;ENSP00000451223.2;	283571
E2F2	ENSG00000007968	E2F	ENSP00000355249.2;	1870
HSF2	ENSG00000025156	HSF	ENSP00000400380.1;ENSP00000357440.4;	3298
POU4F1	ENSG00000152192	Pou	ENSP00000366413.4;	5457
PBX4	ENSG00000105717	Homeobox	ENSP00000251203.5;	80714
TADA2B	ENSG00000173011	MYB	ENSP00000308022.6;	
HES1	ENSG00000114315	bHLH	ENSP00000232424.3;	3280
RHOXF2	ENSG00000131721	Homeobox	ENSP00000360441.3;	84528
DMTF1	ENSG00000135164	MYB	ENSP00000332171.7;ENSP00000463638.1;ENSP00000448775.2;ENSP00000402627.2;ENSP00000378193.5;ENSP00000412532.2;	9988
ZFP14	ENSG00000142065	zf-C2H2	ENSP00000270001.6;	57677
RUNX3	ENSG00000020633	Runt	ENSP00000382800.1;ENSP00000343477.3;ENSP00000308051.6;	864
HAND1	ENSG00000113196	bHLH	ENSP00000231121.2;	9421
ZKSCAN7	ENSG00000196345	zf-C2H2	ENSP00000273320.3;ENSP00000395524.1;ENSP00000405034.1;	55888
ZNF408	ENSG00000175213	zf-C2H2	ENSP00000309606.2;	79797
SP8	ENSG00000164651	zf-C2H2	ENSP00000354482.4;ENSP00000408792.2;	221833
THAP6	ENSG00000174796	THAP	ENSP00000426760.1;ENSP00000370217.3;ENSP00000309007.3;ENSP00000427651.1;ENSP00000426698.1;ENSP00000422402.1;ENSP00000426581.1;ENSP00000423720.1;ENSP00000424949.1;ENSP00000424255.1;	152815
TBX20	ENSG00000164532	T-box	ENSP00000386170.3;	57057
TP73	ENSG00000078900	P53	ENSP00000474626.1;ENSP00000350366.3;ENSP00000367539.4;ENSP00000340740.4;ENSP00000474322.1;ENSP00000367529.1;ENSP00000367537.4;ENSP00000346423.4;ENSP00000475143.1;ENSP00000367534.1;ENSP00000367545.4;	7161
HOXB5	ENSG00000120075	Homeobox	ENSP00000239151.4;	3215
MECOM	ENSG00000085276	zf-C2H2	ENSP00000394302.2;ENSP00000420048.1;ENSP00000417899.1;ENSP00000419995.1;ENSP00000417506.1;ENSP00000264674.3;ENSP00000419770.1;ENSP00000417299.1;ENSP00000420072.1;ENSP00000417922.1;ENSP00000420466.1;ENSP00000419757.1;ENSP00000498411.1;ENSP00000486104.1;	2122
ZNF787	ENSG00000142409	zf-C2H2	ENSP00000478557.1;	126208
KLF2	ENSG00000127528	zf-C2H2	ENSP00000248071.5;	10365
L3MBTL1	ENSG00000185513	zf-C2HC	ENSP00000497566.1;ENSP00000402107.4;ENSP00000362227.3;ENSP00000362226.1;ENSP00000497122.1;ENSP00000410139.2;ENSP00000398516.2;	26013
HOXA3	ENSG00000105997	Homeobox	ENSP00000379640.3;ENSP00000324884.2;ENSP00000484411.1;	3200
ZKSCAN8P1	ENSG00000226314	zf-C2H2	ENSP00000509393.1;ENSP00000510811.1;	
FOXD4L3	ENSG00000187559	Fork_head	ENSP00000341961.2;	286380
OSR1	ENSG00000143867	zf-C2H2	ENSP00000272223.2;	130497
ESX1	ENSG00000123576	Homeobox	ENSP00000361669.4;	
ZNF142	ENSG00000115568	zf-C2H2	ENSP00000415156.2;ENSP00000408643.1;ENSP00000398798.3;	7701
ZNF45	ENSG00000124459	zf-C2H2	ENSP00000269973.4;ENSP00000481895.1;ENSP00000468579.1;	7596
ZNF141	ENSG00000131127	zf-C2H2	ENSP00000240499.7;	7700
FOXL3	ENSG00000248767	Fork_head	ENSP00000492766.1;	116033993
LHX8	ENSG00000162624	Homeobox	ENSP00000294638.5;ENSP00000348597.3;	431707
ZNF234	ENSG00000263002	zf-C2H2	ENSP00000465011.1;ENSP00000400878.1;	10780
ZFPM1	ENSG00000179588	zf-C2H2	ENSP00000326630.2;	
ELF5	ENSG00000135374	ETS	ENSP00000484521.1;ENSP00000501118.1;ENSP00000311010.2;ENSP00000407589.2;ENSP00000257832.3;	2001
HMG20A	ENSG00000140382	HMG	ENSP00000454136.1;ENSP00000371133.3;ENSP00000452864.1;ENSP00000336856.4;	10363
ESRRG	ENSG00000196482	ESR-like	ENSP00000355225.3;ENSP00000386171.3;ENSP00000481528.1;ENSP00000418629.1;ENSP00000352077.2;ENSP00000419594.1;ENSP00000419155.1;ENSP00000353108.3;ENSP00000354584.2;ENSP00000355904.1;ENSP00000375761.4;ENSP00000355905.2;ENSP00000500992.1;ENSP00000417374.1;ENSP00000355907.2;ENSP00000419514.1;	2104
ZNF534	ENSG00000198633	zf-C2H2	ENSP00000391358.1;ENSP00000327538.6;	147658
FOXK1	ENSG00000164916	Fork_head	ENSP00000328720.4;	221937
ZSCAN23	ENSG00000187987	zf-C2H2	ENSP00000289788.4;	222696
ZNF257	ENSG00000197134	zf-C2H2	ENSP00000470209.1;	113835
ZBTB6	ENSG00000186130	ZBTB	ENSP00000362763.3;ENSP00000362763.3;	
TSC22D4	ENSG00000166925	TSC22	ENSP00000300181.2;ENSP00000377560.1;ENSP00000388168.1;	81628
FOXJ2	ENSG00000065970	Fork_head	ENSP00000403411.2;ENSP00000162391.3;	55810
ARID5A	ENSG00000196843	ARID	ENSP00000350078.3;ENSP00000400785.1;ENSP00000501287.1;	10865
ZNF350	ENSG00000256683	zf-C2H2	ENSP00000243644.3;	59348
GRHL2	ENSG00000083307	CP2	ENSP00000495564.1;ENSP00000379260.1;	79977
HOXB13	ENSG00000159184	Homeobox	ENSP00000290295.8;	10481
ZSCAN32	ENSG00000140987	zf-C2H2	ENSP00000391787.2;ENSP00000380061.4;ENSP00000483210.1;ENSP00000302502.3;	54925
ZNF846	ENSG00000196605	zf-C2H2	ENSP00000465467.1;ENSP00000467891.1;ENSP00000380999.1;	162993
MAFA	ENSG00000182759	TF_bZIP	ENSP00000328364.2;	389692
ZNF677	ENSG00000197928	zf-C2H2	ENSP00000469391.1;ENSP00000334394.4;	342926
ZNF302	ENSG00000089335	zf-C2H2	ENSP00000481754.1;ENSP00000405219.2;ENSP00000396379.2;ENSP00000391067.2;ENSP00000421028.1;	55900
ZNF610	ENSG00000167554	zf-C2H2	ENSP00000477617.1;ENSP00000324441.8;ENSP00000383922.2;ENSP00000485001.1;ENSP00000471021.1;ENSP00000327597.7;	162963
SP9	ENSG00000217236	zf-C2H2	ENSP00000378418.2;	
ZNF26	ENSG00000198393	zf-C2H2	ENSP00000333725.5;	7574
PIAS3	ENSG00000131788	zf-MIZ	ENSP00000376765.2;ENSP00000358304.1;	10401
ZNF208	ENSG00000160321	zf-C2H2	ENSP00000380315.3;	7757
JDP2	ENSG00000140044	TF_bZIP	ENSP00000415558.2;ENSP00000452769.1;ENSP00000399587.2;ENSP00000498745.1;ENSP00000267569.5;ENSP00000409787.1;	122953
BATF	ENSG00000156127	TF_bZIP	ENSP00000450486.1;ENSP00000286639.6;	10538
IRF1	ENSG00000125347	IRF	ENSP00000405655.2;ENSP00000384406.1;ENSP00000506322.1;ENSP00000505066.1;ENSP00000473661.1;ENSP00000504877.1;ENSP00000505720.1;ENSP00000245414.4;ENSP00000480887.1;ENSP00000506263.1;ENSP00000505153.1;ENSP00000396318.1;ENSP00000506148.1;ENSP00000392455.1;ENSP00000506176.1;	3659
MYT1L	ENSG00000186487	zf-C2HC	ENSP00000497068.1;ENSP00000497479.2;ENSP00000497331.2;ENSP00000498210.2;ENSP00000497722.1;ENSP00000497244.2;ENSP00000496808.2;ENSP00000496986.1;ENSP00000497501.2;ENSP00000497024.1;ENSP00000497017.1;ENSP00000497309.1;ENSP00000509916.1;ENSP00000496783.2;ENSP00000497452.1;ENSP00000382114.3;ENSP00000497273.1;ENSP00000497556.1;ENSP00000498070.2;ENSP00000497604.2;ENSP00000496811.2;ENSP00000496948.1;ENSP00000498096.1;ENSP00000497373.2;ENSP00000382111.4;ENSP00000496971.2;ENSP00000497870.1;ENSP00000496922.1;ENSP00000497371.1;ENSP00000497115.1;ENSP00000497206.2;ENSP00000384219.1;ENSP00000496831.1;ENSP00000496980.1;ENSP00000396103.3;ENSP00000473409.2;ENSP00000497816.1;ENSP00000497900.2;ENSP00000496210.1;ENSP00000497493.1;ENSP00000497922.1;ENSP00000497838.1;	23040
FOXP2	ENSG00000128573	Fork_head	ENSP00000377130.3;ENSP00000488944.1;ENSP00000489073.1;ENSP00000385069.4;ENSP00000377135.2;ENSP00000489135.1;ENSP00000386200.3;ENSP00000265436.7;ENSP00000377132.2;ENSP00000489229.1;	93986
TBX4	ENSG00000121075	T-box	ENSP00000495714.1;ENSP00000467588.1;ENSP00000240335.1;ENSP00000495986.1;	9496
ZBTB25	ENSG00000089775	ZBTB	ENSP00000476746.1;ENSP00000450718.1;ENSP00000378204.1;ENSP00000451046.1;	7597
ZNF354C	ENSG00000177932	zf-C2H2	ENSP00000324064.6;	30832
LIN28A	ENSG00000131914	CSD	ENSP00000254231.4;ENSP00000363314.3;	79727
EBF2	ENSG00000221818	COE	ENSP00000430241.1;ENSP00000437909.1;ENSP00000386178.3;	
ZNF124	ENSG00000196418	zf-C2H2	ENSP00000340749.6;ENSP00000440365.2;	7678
ZZZ3	ENSG00000036549	MYB	ENSP00000359837.3;ENSP00000359834.1;	26009
VAX1	ENSG00000148704	Homeobox	ENSP00000358207.4;ENSP00000277905.2;	11023
ZNF44	ENSG00000197857	zf-C2H2	ENSP00000377008.3;ENSP00000380850.3;ENSP00000347910.5;ENSP00000348419.5;	51710
MTF1	ENSG00000188786	zf-C2H2	ENSP00000362127.3;	4520
SOX10	ENSG00000100146	HMG	ENSP00000354130.2;ENSP00000380093.2;ENSP00000399777.1;ENSP00000414853.1;ENSP00000510381.1;	6663
ZNF256	ENSG00000152454	zf-C2H2	ENSP00000282308.2;	10172
E2F8	ENSG00000129173	E2F	ENSP00000434199.1;ENSP00000250024.4;ENSP00000481103.1;	79733
ID2	ENSG00000115738	bHLH	ENSP00000234091.4;ENSP00000379585.1;ENSP00000385465.2;	
PITX2	ENSG00000164093	Homeobox	ENSP00000424142.1;ENSP00000347004.2;ENSP00000347192.5;ENSP00000481951.2;ENSP00000495061.1;ENSP00000378095.4;ENSP00000475617.1;ENSP00000421454.1;	5308
ZNF266	ENSG00000174652	zf-C2H2	ENSP00000468491.1;ENSP00000467151.1;ENSP00000467315.1;ENSP00000467403.1;ENSP00000466714.2;ENSP00000498589.1;	10781
MEF2C	ENSG00000081189	SRF	ENSP00000340874.5;ENSP00000490630.1;ENSP00000489865.1;ENSP00000490525.1;ENSP00000490241.1;ENSP00000486490.1;ENSP00000490354.1;ENSP00000426442.1;ENSP00000487184.1;ENSP00000425636.1;ENSP00000427309.1;ENSP00000490473.1;ENSP00000389610.2;ENSP00000426465.1;ENSP00000421925.5;ENSP00000424606.1;ENSP00000487430.1;ENSP00000423597.2;ENSP00000422390.2;ENSP00000485972.1;ENSP00000426665.2;ENSP00000486554.1;ENSP00000396219.2;ENSP00000487311.1;ENSP00000424331.1;ENSP00000427286.2;ENSP00000487538.1;ENSP00000423826.1;ENSP00000423656.1;ENSP00000427163.1;	4208
MIS18BP1	ENSG00000129534	MYB	ENSP00000309790.4;	55320
FIGLA	ENSG00000183733	bHLH	ENSP00000333097.6;	344018
LHX2	ENSG00000106689	Homeobox	ENSP00000362717.4;ENSP00000476200.1;ENSP00000394978.1;	9355
TBX18	ENSG00000112837	T-box	ENSP00000476137.1;ENSP00000475498.1;ENSP00000475873.1;ENSP00000358677.4;	
NFATC2	ENSG00000101096	RHD	ENSP00000477142.1;ENSP00000477342.1;ENSP00000360619.3;ENSP00000477370.1;ENSP00000379330.3;ENSP00000396471.1;	4773
NR2C1	ENSG00000120798	RXR-like	ENSP00000333275.4;ENSP00000478728.1;ENSP00000376813.3;ENSP00000328843.7;	7181
ZNF660	ENSG00000144792	zf-C2H2	ENSP00000324605.2;	
HOXB9	ENSG00000170689	Homeobox	ENSP00000309439.5;	3219
POU2F2	ENSG00000028277	Pou	ENSP00000437224.1;ENSP00000475664.1;ENSP00000476062.2;ENSP00000453255.1;ENSP00000452930.2;ENSP00000471890.1;ENSP00000339369.5;ENSP00000373992.3;ENSP00000509972.1;ENSP00000454179.1;ENSP00000431603.3;ENSP00000436988.1;	5452
ZIC2	ENSG00000043355	zf-C2H2	ENSP00000365514.3;	7546
ZNF790	ENSG00000197863	zf-C2H2	ENSP00000480764.1;ENSP00000478852.1;ENSP00000480834.1;ENSP00000349161.3;	388536
ZNF526	ENSG00000167625	zf-C2H2	ENSP00000301215.2;	116115
PRDM2	ENSG00000116731	zf-C2H2	ENSP00000341621.4;ENSP00000235372.6;ENSP00000312352.6;ENSP00000411103.1;	7799
LHX5	ENSG00000089116	Homeobox	ENSP00000261731.2;	
ZSCAN29	ENSG00000140265	zf-C2H2	ENSP00000456883.1;ENSP00000456089.1;ENSP00000507363.1;ENSP00000380174.2;	146050
ZNF358	ENSG00000198816	zf-C2H2	ENSP00000472305.1;ENSP00000472777.1;	140467
ESR2	ENSG00000140009	ESR-like	ENSP00000351412.5;ENSP00000450488.1;ENSP00000267525.6;ENSP00000452485.2;ENSP00000335551.4;ENSP00000451582.1;ENSP00000452426.1;ENSP00000450699.1;ENSP00000343925.4;ENSP00000345616.6;	2100
HMGXB4	ENSG00000100281	HMG	ENSP00000216106.5;	10042
ZNF782	ENSG00000196597	zf-C2H2	ENSP00000440624.2;ENSP00000419397.1;	158431
CAMTA1	ENSG00000171735	CG-1	ENSP00000306522.6;	23261
MEOX1	ENSG00000005102	Homeobox	ENSP00000321684.4;ENSP00000377271.2;	4222
GATA2	ENSG00000179348	zf-GATA	ENSP00000345681.2;ENSP00000400259.2;ENSP00000417074.1;	2624
HMX1	ENSG00000215612	Homeobox	ENSP00000383516.3;	3166
ZNF550	ENSG00000251369	zf-C2H2	ENSP00000469679.1;ENSP00000445978.2;ENSP00000422344.1;ENSP00000469537.1;ENSP00000469580.1;	162972
STAT2	ENSG00000170581	STAT	ENSP00000498876.1;ENSP00000315768.4;ENSP00000387354.2;ENSP00000450751.1;	6773
STAT4	ENSG00000138378	STAT	ENSP00000351255.4;ENSP00000376134.2;	6775
HOXC6	ENSG00000197757	Homeobox	ENSP00000243108.4;ENSP00000377864.3;	3223
ZXDA	ENSG00000198205	zf-C2H2	ENSP00000351530.4;	7789
PEG3	ENSG00000198300	zf-C2H2	ENSP00000496914.1;ENSP00000472402.1;ENSP00000498138.1;ENSP00000497466.1;ENSP00000496867.1;ENSP00000473190.1;ENSP00000497332.1;ENSP00000470467.2;ENSP00000498047.1;ENSP00000469486.1;ENSP00000497512.1;ENSP00000326581.7;ENSP00000472395.1;ENSP00000497971.1;ENSP00000496853.1;	5178
ZNF565	ENSG00000196357	zf-C2H2	ENSP00000347234.5;ENSP00000465906.1;ENSP00000376013.1;ENSP00000306869.5;	147929
KLF4	ENSG00000136826	zf-C2H2	ENSP00000363804.4;ENSP00000483629.1;	9314
PKNOX1	ENSG00000160199	Homeobox	ENSP00000291547.4;ENSP00000402243.2;	5316
SOX14	ENSG00000168875	HMG	ENSP00000305343.1;	8403
HOXD12	ENSG00000170178	Homeobox	ENSP00000385586.2;	3238
SPI1	ENSG00000066336	ETS	ENSP00000367799.4;ENSP00000227163.4;	6688
MYCN	ENSG00000134323	bHLH	ENSP00000281043.3;ENSP00000491476.1;	4613
ATF2	ENSG00000115966	TF_bZIP	ENSP00000264110.2;ENSP00000386326.1;ENSP00000376327.1;ENSP00000402229.1;ENSP00000407911.3;ENSP00000412293.1;ENSP00000406995.2;ENSP00000387093.1;ENSP00000389504.1;ENSP00000340576.5;	1386
ETS1	ENSG00000134954	ETS	ENSP00000376436.3;ENSP00000441430.1;ENSP00000324578.5;ENSP00000433500.1;	2113
FOXF2	ENSG00000137273	Fork_head	ENSP00000496415.1;	2295
ZNF407	ENSG00000215421	zf-C2H2	ENSP00000299687.4;ENSP00000462348.1;ENSP00000310359.5;ENSP00000479246.1;ENSP00000481798.1;ENSP00000463270.1;	55628
ZNF684	ENSG00000117010	zf-C2H2	ENSP00000497154.1;ENSP00000361784.3;	127396
