trait_code	trait_abbr	trait	ICD10	type	meta_id	mesh_term	mesh_id	category	sample_size	n_case	n_control	popu	pmid	cohort	author	url	index
CAUSALdb_ICBCBC_GD01706_1742	ICBCBC_GD01706	IgD+ CD38- B cell %B cell			GD01706	Leukemia, Lymphocytic, Chronic, B-Cell	D015451		3657.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1742
CAUSALdb_HCCEAC_F900168_1743	HCCEAC_F900168	Hepatocellular carcinoma (controls excluding all cancers)			F900168	Carcinoma, Hepatocellular	D006528		287590.0	453.0	287137.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1743
CAUSALdb_Calcium_PA00116_1744	Calcium_PA00116	Calcium			PA00116	Calcium	D002118		7697.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1744
CAUSALdb_SS_PA00518_1745	SS_PA00518	Spinal stenosis			PA00518	Spinal Stenosis	D013130		8590.0	129.0	8461.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1745
CAUSALdb_RFRAOADIOIH_PE01823_1746	RFRAOADIOIH_PE01823	Reason for reducing amount of alcohol drunk: Illness or ill health			PE01823	Alcohol Drinking	D000428		156422.0	11212.0	145210.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1746
CAUSALdb_YPI_MR24023_1747	YPI_MR24023	Yorkshire pudding intake			MR24023	Energy Intake	D002149		64949.0			UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1747
CAUSALdb_OOCA_PE06057_1748	OOCA_PE06057	Occlusion of cerebral arteries			PE06057	Cerebral Arteries	D002536		412994.0	5361.0	407633.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1748
CAUSALdb_MOITOFSR_FG01307_1749	MOITOFSR_FG01307	Mean OD in tapetum on FA skeleton (right)			FG01307	Superior Sagittal Sinus	D054063		12099.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1749
CAUSALdb_MLICCGOFSL_FG01201_1750	MLICCGOFSL_FG01201	Mean L3 in cingulum cingulate gyrus on FA skeleton (left)			FG01201	Gyrus Cinguli	D006179		12101.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1750
CAUSALdb_LFPL_PA00327_1751	LFPL_PA00327	Leg fat percentage (left)			PA00327	Body Fat Distribution	D050218		8658.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1751
CAUSALdb_PTSEILMSOAP_MR06773_1752	PTSEILMSOAP_MR06773	Pain type(s) experienced in last month: Stomach or abdominal pain			MR06773	Abdominal Pain	D015746		461857.0	39646.0	422211.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1752
CAUSALdb_MAODSC_MR24652_1753	MAODSC_MR24652	Mineral and other dietary supplements: Calcium			MR24652	Self Care	D012648		461384.0	31393.0	429991.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1753
CAUSALdb_OPMOKPTBAAIOSICA_PE02335_1754	OPMOKPTBAAIOSICA_PE02335	Operative procedures - main OPCS4: K75.3 Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery			PE02335	Angioplasty, Balloon, Coronary	D015906		420531.0	1429.0	419102.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1754
CAUSALdb_MIISOCCOFS_FG01218_1755	MIISOCCOFS_FG01218	Mean ICVF in splenium of corpus callosum on FA skeleton			FG01218	Corpus Callosum	D003337		12099.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1755
CAUSALdb_ZPOOFI_PE05453_1756	ZPOOFI_PE05453	Z96 Presence of other functional implants			PE05453	Prosthesis Implantation	D019919		420531.0	24348.0	396183.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1756
CAUSALdb_TSOCRRM_PE03293_1757	TSOCRRM_PE03293	Treatment speciality of consultant (recoded): Respiratory Medicine			PE03293	Pulmonary Medicine	D015272		402784.0	1834.0	400950.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1757
CAUSALdb_COMDC_GD01489_1758	COMDC_GD01489	CD86 on myeloid Dendritic Cell			GD01489	Chemokines	D018925		2871.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1758
CAUSALdb_OPSOYUGA_MR36506_1759	OPSOYUGA_MR36506	Operative procedures - secondary OPCS: Y80.9 Unspecified general anaesthetic			MR36506	Surgical Procedures, Operative	D013514		463010.0	5227.0	457783.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1759
CAUSALdb_TOCIPR_FG04605_1760	TOCIPR_FG04605	Type of cancer: ICD10: PHESANT recoding			FG04605	Neoplasms	D009369		456348.0	517.0	455831.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1760
CAUSALdb_HSCAC_GD01725_1762	HSCAC_GD01725	Hematopoietic Stem Cell Absolute Count			GD01725	Cell Count	D002452		1858.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1762
CAUSALdb_CB_PE06923_1763	CB_PE06923	clobetasone butyrate			PE06923	Butyrates	D002087		420531.0	4630.0	415901.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1763
CAUSALdb_AFMR_PA00071_1764	AFMR_PA00071	Arm fat mass (right)			PA00071	Body Fat Distribution	D050218		6454.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1764
CAUSALdb_UAIFCWLH_PE01843_1765	UAIFCWLH_PE01843	Used an inhaler for chest within last hour			PE01843	Bronchodilator Agents	D001993		386024.0	2783.0	383241.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1765
CAUSALdb_DMIKIBSWD_MR10664_1766	DMIKIBSWD_MR10664	Diagnoses - main ICD10: K58.9 Irritable bowel syndrome without diarrhoea			MR10664	Irritable Bowel Syndrome	D043183		463010.0	1047.0	461963.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1766
CAUSALdb_JSCEA_FG00800_1767	JSCEA_FG00800	Job SOC coding: Educational assistants			FG00800	Job Description	D007587		113841.0	2871.0	110970.0	UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1767
CAUSALdb_ICBCL_GD01850_1768	ICBCL_GD01850	IgD+ CD24+ B cell %lymphocyte			GD01850	B-Lymphocytes	D001402		3656.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1768
CAUSALdb_SCLC_GCST004746_1769	SCLC_GCST004746	Small cell lung carcinoma			GCST004746	Small Cell Lung Carcinoma	D055752		24108.0	2664.0	21444.0	EUR	28604730	CAUSALdb	McKay JD. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1769
CAUSALdb_LLIOTSAST_AT086_1770	LLIOTSAST_AT086	L00-L08 Infections of the skin and subcutaneous tissue			AT086	Skin Diseases, Infectious	D012874		452264.0	11569.0	440695.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1770
CAUSALdb_MFCBPDOTEHHRT_FG03404_1771	MFCBPDOTEHHRT_FG03404	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Hormone replacement therapy			FG03404	Self Care	D012648		246170.0	18430.0	227740.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1771
CAUSALdb_MOATHREAVAEOAHP_PE03352_1772	MOATHREAVAEOAHP_PE03352	Methods of admission to hospital (recoded): Emergency admission: via A&E of another hospital provide			PE03352	Emergency Service, Hospital	D004636		419823.0	314.0	419509.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1772
CAUSALdb_SH_PA00052_1773	SH_PA00052	Sitting height			PA00052	Body Height	D001827		6554.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1773
CAUSALdb_HGSR_PA00396_1774	HGSR_PA00396	Hand grip strength (right)			PA00396	Hand Strength	D018737		8765.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1774
CAUSALdb_nifedipine_PE07092_1775	nifedipine_PE07092	nifedipine			PE07092	Nifedipine	D009543		420531.0	513.0	420018.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1775
CAUSALdb_HCM_GD09025_1776	HCM_GD09025	HbA1c measurement			GD09025	Educational Measurement	D004521		9525.0			UKB	34059833	CAUSALdb	Chen J. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1776
CAUSALdb_MSAB_MR25444_1777	MSAB_MR25444	Maternal smoking around birth			MR25444	Smoking	D012907		397732.0	121634.0	276098.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1777
CAUSALdb_MCV_PA00347_1778	MCV_PA00347	Mean corpuscular volume			PA00347	Erythrocyte Indices	D004909		8532.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1778
CAUSALdb_TMCBP_FG05053_1779	TMCBP_FG05053	Treatment/medication code: budesonide product			FG05053	Glucocorticoids	D005938		456276.0	129.0	456147.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1779
CAUSALdb_NHL_PE05582_1780	NHL_PE05582	Non-Hodgkins lymphoma			PE05582	Lymphoma, Non-Hodgkin	D008228		417107.0	2267.0	414840.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1780
CAUSALdb_COBNUOK_PE01512_1781	COBNUOK_PE01512	Country of Birth (non-UK origin): Kenya			PE01512	Kenya	D007630		11618.0	312.0	11306.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1781
CAUSALdb_VOGMICGPDL_FG01678_1783	VOGMICGPDL_FG01678	Volume of grey matter in Cingulate Gyrus, posterior division (left)			FG01678	Gyrus Cinguli	D006179		13627.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1783
CAUSALdb_NOGP_PE04144_1784	NOGP_PE04144	Number of gap periods			PE04144	Basic Reproduction Number	D050936		104044.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1784
CAUSALdb_POSAFAAB_GCST90044903_1785	POSAFAAB_GCST90044903	Polycystic ovary syndrome (adjusted for age and BMI)			GCST90044903	Polycystic Ovary Syndrome	D011085		92113.0	482.0	91631.0	EUR	34791234	CAUSALdb	Tyrmi JS. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1785
CAUSALdb_XABSO_PE05366_1786	XABSO_PE05366	X99 Assault by sharp object			PE05366	Sex Offenses	D012742		420531.0	140.0	420391.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1786
CAUSALdb_PL_GCST90094888_1787	PL_GCST90094888	Phosphatidylethanolamine (36:2) levels			GCST90094888	Phosphatidylethanolamine N-Methyltransferase	D050918		650.0			EUR	35393526	CAUSALdb	Montasser ME. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1787
CAUSALdb_TCFITATI_PE05284_1788	TCFITATI_PE05284	T80 Complications following infusion, transfusion and therapeutic injection			PE05284	Intraoperative Complications	D007431		420531.0	332.0	420199.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1788
CAUSALdb_GBI_MR13134_1789	GBI_MR13134	Garlic bread intake			MR13134	Garlic	D005737		64944.0			UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1789
CAUSALdb_PWAO_F902042_1790	PWAO_F902042	Pregnancy with abortive outcome			F902042	Pregnancy Outcome	D011256		210870.0	61248.0	149622.0	EUR	36653562	CAUSALdb	Kurki MI. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1790
CAUSALdb_CAF_PE06487_1791	CAF_PE06487	Carbuncle and furuncle			PE06487	Carbuncle	D002270		409642.0	2705.0	406937.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1791
CAUSALdb_IODOV_PE04861_1792	IODOV_PE04861	I87 Other disorders of veins			PE04861	Schizophrenia Spectrum and Other Psychotic Disorders	D019967		420531.0	623.0	419908.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1792
CAUSALdb_TMCEMC_FG04775_1793	TMCEMC_FG04775	Treatment/medication code: epanutin 25mg capsule			FG04775	Anticonvulsants	D000927		456276.0	321.0	455955.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1793
CAUSALdb_HCL_AT679_1794	HCL_AT679	Handedness (chirality/laterality)			AT679	Functional Laterality	D007839		452264.0	42940.0	409324.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1794
CAUSALdb_TMCST_FG03939_1795	TMCST_FG03939	Treatment/medication code: symbicort 100/6 turbohaler			FG03939	Bronchodilator Agents	D001993		456276.0	2777.0	453499.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1795
CAUSALdb_OPMOEDOLOENN_PE02067_1796	OPMOEDOLOENN_PE02067	Operative procedures - main OPCS4: E09.2 Destruction of lesion of external nose NEC			PE02067	Surgical Procedures, Operative	D013514		420531.0	160.0	420371.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1796
CAUSALdb_ATAEGAFM_DB118_1797	ATAEGAFM_DB118	Alanine transaminase (at exam 2, GEE, adjusted for multivariable)			DB118	Alanine Transaminase	D000410		904.0			EUR	17903293	CAUSALdb	Benjamin EJ. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1797
CAUSALdb_EHR_MR06747_1799	EHR_MR06747	ECG, heart rate			MR06747	Heart Rate	D006339		68160.0			UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1799
CAUSALdb_PRFPDBP_MR18339_1801	PRFPDBP_MR18339	PCT responsible for patient data: BRISTOL PCT			MR18339	Patient Generated Health Data	D000076206		463010.0	6339.0	456671.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1801
CAUSALdb_TMCQI_MR15165_1802	TMCQI_MR15165	Treatment/medication code: qvar 50 inhaler			MR15165	Bronchodilator Agents	D001993		462933.0	1696.0	461237.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1802
CAUSALdb_ADVTDBCILD_PE04320_1804	ADVTDBCILD_PE04320	Age deep-vein thrombosis (DVT, blood clot in leg) diagnosed			PE04320	Venous Thrombosis	D020246		7931.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1804
CAUSALdb_OPMOTPT_PE02683_1805	OPMOTPT_PE02683	Operative procedures - main OPCS4: T69.1 Primary tenolysis			PE02683	Surgical Procedures, Operative	D013514		420531.0	453.0	420078.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1805
CAUSALdb_VAMSNOTA_MR14558_1807	VAMSNOTA_MR14558	Vitamin and mineral supplements: None of the above			MR14558	Medical History Taking	D008487		460351.0	315695.0	144656.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1807
CAUSALdb_DMIKCOGWOC_MR40670_1808	DMIKCOGWOC_MR40670	Diagnoses - main ICD10: K80.1 Calculus of gallbladder with other cholecystitis			MR40670	Dental Calculus	D003728		463010.0	3932.0	459078.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1808
CAUSALdb_CXCMCL_GD02046_1809	CXCMCL_GD02046	C-X-C motif chemokine 6 levels			GD02046	Chemokines, CXC	D019743		21758.0			EUR	33067605	CAUSALdb	Folkersen L. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1809
CAUSALdb_HODOIE_AT360_1810	HODOIE_AT360	H83 Other diseases of inner ear			AT360	Ear Diseases	D004427		452264.0	899.0	451365.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1810
CAUSALdb_PWPGWRNK_MR20960_1811	PWPGWRNK_MR20960	PCT where patients GP was registered: NOT KNOWN			MR20960	Thrombasthenia	D013915		463010.0	19076.0	443934.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1811
CAUSALdb_RFRAOADOR_PE01827_1812	RFRAOADOR_PE01827	Reason for reducing amount of alcohol drunk: Other reason			PE01827	Alcohol Drinking	D000428		156422.0	82596.0	73826.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1812
CAUSALdb_AKSSAHOIL_GD01000_1813	AKSSAHOIL_GD01000	Anti-Kaposi's sarcoma associated herpesvirus ORF73 IgG levels			GD01000	Antibodies, Viral	D000914		4365.0			AFR	32737300	CAUSALdb	Sallah N. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1813
CAUSALdb_DMINCOU_MR38464_1814	DMINCOU_MR38464	Diagnoses - main ICD10: N20.1 Calculus of ureter			MR38464	Dental Calculus	D003728		463010.0	1979.0	461031.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1814
CAUSALdb_FHN_AT152_1815	FHN_AT152	fracture head & neck			AT152	Fractures, Bone	D050723		452264.0	1246.0	451018.0	UKB	30349118	CAUSALdb	Roslin Institute. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1815
CAUSALdb_COG_GD01420_1816	COG_GD01420	CD80 on granulocyte			GD01420	Chemokines	D018925		2850.0			EUR	32929287	CAUSALdb	Orrù V. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1816
CAUSALdb_UAIFCWLH_FG03892_1817	UAIFCWLH_FG03892	Used an inhaler for chest within last hour			FG03892	Bronchodilator Agents	D001993		418744.0	3029.0	415715.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1817
CAUSALdb_TMCO_PE00643_1818	TMCO_PE00643	Treatment/medication code: oxytetracycline			PE00643	Oxytetracycline	D010118		420473.0	1243.0	419230.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1818
CAUSALdb_JSCN_FG00769_1819	JSCN_FG00769	Job SOC coding: Nurses			FG00769	Job Description	D007587		113841.0	6348.0	107493.0	UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1819
CAUSALdb_DSIFDEU_MR15804_1820	DSIFDEU_MR15804	Diagnoses - secondary ICD10: F32.9 Depressive episode, unspecified			MR15804	Depressive Disorder	D003866		463010.0	5842.0	457168.0	UKB	IEU-UKB	CAUSALdb	Ben Elsworth. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1820
CAUSALdb_OPMOQUEBOOFT_PE02548_1821	OPMOQUEBOOFT_PE02548	Operative procedures - main OPCS4: Q35.9 Unspecified endoscopic bilateral occlusion of fallopian tubes			PE02548	Fallopian Tubes	D005187		420531.0	253.0	420278.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1821
CAUSALdb_SDST_GCST90179119_1823	SDST_GCST90179119	Symbol digit substitution task			GCST90179119	Freeze Substitution	D017110		84125.0			EUR	36150907	CAUSALdb	Hatoum AS. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1823
CAUSALdb_VOPCGM_FG00884_1824	VOPCGM_FG00884	Volume of peripheral cortical grey matter			FG00884	Gray Matter	D066128		13632.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1824
CAUSALdb_TMCG_PA00653_1825	TMCG_PA00653	Treatment/medication code: gliclazide			PA00653	Gliclazide	D005907		420473.0	3503.0	416970.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1825
CAUSALdb_TMCPMECT_FG05136_1826	TMCPMECT_FG05136	Treatment/medication code: protium 20mg e/c tablet			FG05136	Proton Pump Inhibitors	D054328		456276.0	107.0	456169.0	UKB	34737426	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1826
CAUSALdb_MLICHOFSL_FG01203_1827	MLICHOFSL_FG01203	Mean L3 in cingulum hippocampus on FA skeleton (left)			FG01203	Hippocampus	D006624		12101.0			UKB	31768069	CAUSALdb	Longda Jiang. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1827
CAUSALdb_PMAPP_PE04202_1828	PMAPP_PE04202	Particulate matter air pollution (pm10); 2010			PE04202	Particulate Matter	D052638		386090.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1828
CAUSALdb_FF_PE06983_1829	FF_PE06983	ferrous fumarate			PE06983	Quetiapine Fumarate	D000069348		420531.0	15592.0	404939.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1829
CAUSALdb_PTS_PA00049_1830	PTS_PA00049	Past tobacco smoking			PA00049	Smoking	D012907		6008.0			UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1830
CAUSALdb_WSG_PE06082_1831	WSG_PE06082	Wegener's granulomatosis			PE06082	Granulomatosis with Polyangiitis	D014890		408782.0	217.0	408565.0	UKB	Pan-UKB	CAUSALdb	Pan-UKB team. et al	https://1drv.ms/f/s!Aurnn0fjCLv3gksJIwUBp7CquQRV?e=PaGHKZ	1831
