trait	trait_abbr	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda	url
Glomerular diseases	N14_GLOMERULAR	XIV Diseases of the genitourinary system (N14_)	6764	6106.0	446969	4	3.0	1.0451	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_GLOMERULAR.FINEMAP.snp.bgz
Cystitis	N14_CYSTITIS	XIV Diseases of the genitourinary system (N14_)	52581	43313.0	368973	4	1.0	1.0862	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_CYSTITIS.FINEMAP.snp.bgz
HSIL lesion of the cervix uteri	N14_CERVICAL_HSIL	XIV Diseases of the genitourinary system (N14_)	6977	6088.0	247641	4	5.0	1.0553	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_CERVICAL_HSIL.FINEMAP.snp.bgz
All dysplastic lesions of the cervix uteri	N14_CERVICAL_DYSPLASIA_ALL	XIV Diseases of the genitourinary system (N14_)	10268	8943.0	244350	4	3.0	1.0584	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_CERVICAL_DYSPLASIA_ALL.FINEMAP.snp.bgz
Macular hole	MACULAR_HOLE	VII Diseases of the eye and adnexa (H7_)	1583	1368.0	413784	4	3.0	1.0255	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_MACULAR_HOLE.FINEMAP.snp.bgz
Panniculitis affecting regions of neck and back	M13_PANNICULITIS	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1327	1205.0	322314	4	1.0	1.0086	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_PANNICULITIS.FINEMAP.snp.bgz
Allergic urticaria	L12_URTICA_ALLERG	XII Diseases of the skin and subcutaneous tissue (L12_)	2944	2619.0	438050	4	4.0	1.027	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_L12_URTICA_ALLERG.FINEMAP.snp.bgz
Hidradenitis suppurativa	L12_HIDRADENITISSUP	XII Diseases of the skin and subcutaneous tissue (L12_)	1209	1070.0	432686	4	2.0	1.0205	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_L12_HIDRADENITISSUP.FINEMAP.snp.bgz
Bullous disorders	L12_BULLOUS	XII Diseases of the skin and subcutaneous tissue (L12_)	1834	1649.0	451899	4	5.0	1.0225	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_L12_BULLOUS.FINEMAP.snp.bgz
Dental pulpitis 3	K11_PULPITIS_3	XI Diseases of the digestive system (K11_)	5579	4746.0	448154	4	0.0	1.1497	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_PULPITIS_3.FINEMAP.snp.bgz
Other functional intestinal disorders	K11_OTHFUNC	XI Diseases of the digestive system (K11_)	20342	17930.0	360393	4	2.0	1.0444	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_OTHFUNC.FINEMAP.snp.bgz
Other noninfective gastroenteritis and colitis	K11_OTHENTERCOL	XI Diseases of the digestive system (K11_)	9990	8828.0	432380	4	4.0	1.0418	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_OTHENTERCOL.FINEMAP.snp.bgz
Hypoplasia of dental enamel, prenatal , including avohilmo	K11_HYPOPLASIA_ENAMEL_PRENATAL_INCLAVO	XI Diseases of the digestive system (K11_)	119	105.0	453614	4	2.0	0.52798	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_HYPOPLASIA_ENAMEL_PRENATAL_INCLAVO.FINEMAP.snp.bgz
Gastroduodenal ulcer	K11_GASTRODUOULC	XI Diseases of the digestive system (K11_)	10872	10021.0	385082	4	3.0	1.0488	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_GASTRODUOULC.FINEMAP.snp.bgz
Fibrosis and cirrhosis of liver	K11_FIBROCHIRLIV	XI Diseases of the digestive system (K11_)	2338	2017.0	440301	4	5.0	1.0232	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_FIBROCHIRLIV.FINEMAP.snp.bgz
Duodenal ulcer	K11_DULC	XI Diseases of the digestive system (K11_)	4115	3795.0	385082	4	4.0	1.0327	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_DULC.FINEMAP.snp.bgz
Other acute lower respiratory infections	J10_LOWERINF	X Diseases of the respiratory system (J10_)	25422	22874.0	428311	4	6.0	1.052	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_J10_LOWERINF.FINEMAP.snp.bgz
ILD-related respiratory insufficiency	ILD_INSUFFICIENCY	Interstitial lung disease endpoints	917	813.0	448636	4	3.0	0.97994	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ILD_INSUFFICIENCY.FINEMAP.snp.bgz
Left bundle-branch block	I9_LBBB	IX Diseases of the circulatory system (I9_)	2419	2130.0	342690	4	4.0	1.0373	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_LBBB.FINEMAP.snp.bgz
Dronedarone medication	I9_E_DRONE	IX Diseases of the circulatory system (I9_)	896	854.0	342690	4	4.0	0.9862	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_E_DRONE.FINEMAP.snp.bgz
Acute suppurative otitis media	H8_SUP_ACUTE	VIII Diseases of the ear and mastoid process (H8_)	12552	10987.0	422407	4	1.0	1.0445	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_SUP_ACUTE.FINEMAP.snp.bgz
Perforation of tympanic membrane	H8_PERFORATION	VIII Diseases of the ear and mastoid process (H8_)	3488	3085.0	422407	4	2.0	1.0451	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_PERFORATION.FINEMAP.snp.bgz
Presbycusis	H8_HL_PRESBY	VIII Diseases of the ear and mastoid process (H8_)	5091	4538.0	397865	4	2.0	1.0559	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_HL_PRESBY.FINEMAP.snp.bgz
Deaf mutism, not elsewhere classified	H8_HL_DEAFMUT	VIII Diseases of the ear and mastoid process (H8_)	174	159.0	397865	4	1.0	0.64359	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_HL_DEAFMUT.FINEMAP.snp.bgz
Other strabismus	H7_STRABOTH	VII Diseases of the eye and adnexa (H7_)	9012	8023.0	432955	4	3.0	1.0421	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_STRABOTH.FINEMAP.snp.bgz
Retinal detachment with retinal break	H7_RETINALDETACHBREAK	VII Diseases of the eye and adnexa (H7_)	4485	4024.0	413784	4	3.0	1.0637	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_RETINALDETACHBREAK.FINEMAP.snp.bgz
Ptosis of eyelid	H7_PTOSIS	VII Diseases of the eye and adnexa (H7_)	3479	3079.0	412885	4	3.0	1.0445	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_PTOSIS.FINEMAP.snp.bgz
Moderate visual impairment, binocular	H7_MODVISIMPBINOC	VII Diseases of the eye and adnexa (H7_)	998	893.0	432149	4	3.0	0.97885	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_MODVISIMPBINOC.FINEMAP.snp.bgz
Other and unspecified corneal deformities and disorders	H7_CORNEALNAS	VII Diseases of the eye and adnexa (H7_)	1026	915.0	429396	4	4.0	0.99104	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_CORNEALNAS.FINEMAP.snp.bgz
Other and unspecified polyneuropathies, also in other diseases	G6_POLYOTHUNS	VI Diseases of the nervous system (G6_)	6758	6027.0	445865	4	4.0	1.0425	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_POLYOTHUNS.FINEMAP.snp.bgz
Migraine with aura	G6_MIGRAINE_WITH_AURA	VI Diseases of the nervous system (G6_)	10366	8970.0	341884	4	3.0	1.0764	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_MIGRAINE_WITH_AURA.FINEMAP.snp.bgz
Migraine without aura and triptan purchases	G6_MIGRAINE_NO_AURA_TRIPTAN	VI Diseases of the nervous system (G6_)	6450	5719.0	404657	4	4.0	1.0753	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_MIGRAINE_NO_AURA_TRIPTAN.FINEMAP.snp.bgz
Migraine without aura	G6_MIGRAINE_NO_AURA	VI Diseases of the nervous system (G6_)	8626	7593.0	341884	4	4.0	1.0766	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_MIGRAINE_NO_AURA.FINEMAP.snp.bgz
Other headache syndromes	G6_HEADACHE	VI Diseases of the nervous system (G6_)	19486	17484.0	341884	4	3.0	1.0779	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_HEADACHE.FINEMAP.snp.bgz
Epilepsy	G6_EPLEPSY	VI Diseases of the nervous system (G6_)	14089	12891.0	341884	4	2.0	1.0446	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_EPLEPSY.FINEMAP.snp.bgz
Bell's palsy	G6_BELLPA	VI Diseases of the nervous system (G6_)	4270	3781.0	395832	4	4.0	1.0428	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_BELLPA.FINEMAP.snp.bgz
Mental and behavioural disorders due to multiple drug use and use of multiple drugs and use of other psychoactive substances	F5_OTHERSUB	V Mental and behavioural disorders (F5_)	2649	2491.0	445828	4	2.0	1.0469	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_OTHERSUB.FINEMAP.snp.bgz
Delirium, not induced by alcohol and other psychoactive substances	F5_DELIRIUM	V Mental and behavioural disorders (F5_)	3827	3371.0	428053	4	2.0	1.028	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DELIRIUM.FINEMAP.snp.bgz
Alcohol dependence	F5_ALCOHOL_DEPENDENCE	V Mental and behavioural disorders (F5_)	11503	10707.0	424985	4	5.0	1.1097	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_ALCOHOL_DEPENDENCE.FINEMAP.snp.bgz
Autoimmune thyroiditis	E4_THYROIDITAUTOIM	IV Endocrine, nutritional and metabolic diseases (E4_)	612	539.0	385630	4	3.0	0.93332	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_THYROIDITAUTOIM.FINEMAP.snp.bgz
Disorders of sphingolipid metabolism and other lipid storage disorders	E4_SPHINGOLIP	IV Endocrine, nutritional and metabolic diseases (E4_)	113	106.0	384093	4	1.0	0.53879	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_SPHINGOLIP.FINEMAP.snp.bgz
Disorders of plasma-protein metabolism, not elsewhere classified	E4_PLASMAPROT	IV Endocrine, nutritional and metabolic diseases (E4_)	215	183.0	384093	4	4.0	0.66468	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PLASMAPROT.FINEMAP.snp.bgz
Hypo-osmolality and hyponatraemia	E4_HYPOOSMNAT	IV Endocrine, nutritional and metabolic diseases (E4_)	6271	5572.0	384093	4	4.0	1.0455	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_HYPOOSMNAT.FINEMAP.snp.bgz
Congenital iodine-deficiency syndrome/hypothyroidism	E4_CONGEIOD	IV Endocrine, nutritional and metabolic diseases (E4_)	1006	935.0	385630	4	3.0	0.98424	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_CONGEIOD.FINEMAP.snp.bgz
Adrenocortical insufficiency	E4_ADDISON	IV Endocrine, nutritional and metabolic diseases (E4_)	1116	1002.0	434894	4	6.0	0.99352	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_ADDISON.FINEMAP.snp.bgz
Diabetic retinopathy	DM_RETINOPATHY_STRICT	Diabetes endpoints	3283		71585	4		1.0403	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DM_RETINOPATHY_STRICT.FINEMAP.snp.bgz
Diabetic nephropathy (more control exclusions)	DM_NEPHROPATHY_EXMORE	Diabetes endpoints	5042		51410	4		1.054	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DM_NEPHROPATHY_EXMORE.FINEMAP.snp.bgz
Dermatopolymyositis (FG)	DERMATOPOLY_FG	Rheuma endpoints	459	430.0	341375	4	5.0	0.8771	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DERMATOPOLY_FG.FINEMAP.snp.bgz
Any death	DEATH	Common endpoint	50511	48208.0	403222	4	7.0	1.0948	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_DEATH.FINEMAP.snp.bgz
Other diseases of blood and blood-forming organs	D3_OTHERBLOOD	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2275	2059.0	445490	4	3.0	1.0222	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_OTHERBLOOD.FINEMAP.snp.bgz
Enterocolitis due to Clostridium difficile	C_DIFFICILE_ENTEROCOLITIS	I Certain infectious and parasitic diseases (AB1_)	3760	3384.0	446913	4	4.0	1.0242	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C_DIFFICILE_ENTEROCOLITIS.FINEMAP.snp.bgz
Continuous positive airway pressure	CPAP	Interstitial lung disease endpoints	8663	8057.0	195394	4	1.0	1.0856	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CPAP.FINEMAP.snp.bgz
COPD-related respiratory insufficiency	COPD_INSUFFICIENCY	Comorbidities of COPD	3996	3677.0	433110	4	2.0	1.0577	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_COPD_INSUFFICIENCY.FINEMAP.snp.bgz
Primary biliary cholangitis (PBC)	CHIRBIL_PRIM	Gastrointestinal endpoints	691	609.0	338286	4	4.0	0.96129	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CHIRBIL_PRIM.FINEMAP.snp.bgz
Benign neoplasm: Peripheral nerves and autonomic nervous system	CD2_BENIGN_PERIPH_AUTO_NEURO	II Neoplasms from hospital discharges (CD2_)	469	417.0	453264	4	2.0	0.86689	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_PERIPH_AUTO_NEURO.FINEMAP.snp.bgz
Benign neoplasm: Cranial nerves	CD2_BENIGN_CRANIAL_NERVE	II Neoplasms from hospital discharges (CD2_)	870	774.0	452863	4	1.0	0.97526	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_CRANIAL_NERVE.FINEMAP.snp.bgz
Benign neoplasm of breast	CD2_BENIGN_BREAST	II Neoplasms from hospital discharges (CD2_)	4271	3875.0	250347	4	3.0	1.0406	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BREAST.FINEMAP.snp.bgz
Benign neoplasm: Adrenal gland	CD2_BENIGN_ADRENAL	II Neoplasms from hospital discharges (CD2_)	2238	1959.0	451495	4	2.0	1.0218	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_ADRENAL.FINEMAP.snp.bgz
Adenocarcinoma and papillary adenocarcinoma of stomach (controls excluding all cancers)	C3_STOMACH_ADENO_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	956	792.0	345118	4	2.0	0.986	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_STOMACH_ADENO_EXALLC.FINEMAP.snp.bgz
Malignant neoplasm of small intestine (controls excluding all cancers)	C3_SMALL_INTESTINE_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	658	525.0	345118	4	1.0	0.9377	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_SMALL_INTESTINE_EXALLC.FINEMAP.snp.bgz
Diffuse large B-cell lymphoma (controls excluding all cancers)	C3_DLBCL_EXALLC	II Neoplasms, from cancer register (ICD-O-3)	1373	1050.0	345118	4	2.0	1.017	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_DLBCL_EXALLC.FINEMAP.snp.bgz
Dermatophytosis	AB1_DERMATOPHYTOSIS	I Certain infectious and parasitic diseases (AB1_)	4510	3921.0	443609	4	4.0	1.0273	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_AB1_DERMATOPHYTOSIS.FINEMAP.snp.bgz
Vascular dementia (undefined)	VD_U	Neurological endpoints	1414	1256.0	432207	3	3.0	1.0233	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_VD_U.FINEMAP.snp.bgz
Fracture of femur	ST19_FRACT_FEMUR	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	10714	9489.0	433177	3	0.0	1.0422	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ST19_FRACT_FEMUR.FINEMAP.snp.bgz
Reiter disease	REITER	Rheuma endpoints	197	180.0	451118	3	3.0	0.66324	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_REITER.FINEMAP.snp.bgz
Other chromosome abnormalities, not elsewhere classified	Q17_OTHER_CHROMOSOME_ABNORMALITI_NOT_ELSEW_CLASSIFIED	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	131	112.0	453147	3	2.0	0.5584	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Q17_OTHER_CHROMOSOME_ABNORMALITI_NOT_ELSEW_CLASSIFIED.FINEMAP.snp.bgz
Congenital malformations of the circulatory system	Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	5282	4706.0	448451	3	3.0	1.0316	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Q17_CONGEN_MALFO_CIRCULATO_SYSTEM.FINEMAP.snp.bgz
Ankyloglossia	Q17_ANKYLOGLOSSIA	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	513	429.0	453220	3	3.0	0.90723	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Q17_ANKYLOGLOSSIA.FINEMAP.snp.bgz
Respiratory distress of newborn	P16_RESPI_DISTR_NEWBO	XVI Certain conditions originating in the perinatal period (P16_)	445	377.0	452972	3	2.0	0.90244	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_P16_RESPI_DISTR_NEWBO.FINEMAP.snp.bgz
Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	O15_OTHER_MATERN_DIS_ELSEWHERE	XV Pregnancy, childbirth and the puerperium (O15_)	16063	13969.0	238060	3	3.0	1.0836	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_OTHER_MATERN_DIS_ELSEWHERE.FINEMAP.snp.bgz
Maternal care for other known or suspected fetal problems	O15_MATERN_CARE_OTHER	XV Pregnancy, childbirth and the puerperium (O15_)	12760	11122.0	200533	3	2.0	1.0844	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_MATERN_CARE_OTHER.FINEMAP.snp.bgz
All dysplastic lesions of the vulva	N14_VULVAL_DYSPLASIA_ALL	XIV Diseases of the genitourinary system (N14_)	1358	1215.0	253260	3	1.0	1.0099	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_VULVAL_DYSPLASIA_ALL.FINEMAP.snp.bgz
Acute tubulo-interstitial nephritis	N14_PYELONEPHR	XIV Diseases of the genitourinary system (N14_)	29521	26300.0	406534	3	1.0	1.0478	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_PYELONEPHR.FINEMAP.snp.bgz
Other female pelvic inflammatory diseases	N14_OTHFEMPELINF	XIV Diseases of the genitourinary system (N14_)	6181	5681.0	226439	3	2.0	1.0451	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_OTHFEMPELINF.FINEMAP.snp.bgz
Hydrocele	N14_HYDROCELE	XIV Diseases of the genitourinary system (N14_)	6251	5642.0	141300	3	3.0	1.05	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_HYDROCELE.FINEMAP.snp.bgz
All dysplastic lesions of the cervix uteri, vagina or vulva	N14_FEMALE_GENITAL_DYSPLASIA_ALL	XIV Diseases of the genitourinary system (N14_)	11718	10251.0	242900	3	3.0	1.0497	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_FEMALE_GENITAL_DYSPLASIA_ALL.FINEMAP.snp.bgz
Benign mammary dysplasia	N14_BENIGNMAMDYSP	XIV Diseases of the genitourinary system (N14_)	5099	4660.0	233585	3	1.0	1.0368	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_BENIGNMAMDYSP.FINEMAP.snp.bgz
Other specified/unspecified spondylopathies	M13_SPONDYLOPATHYNAS	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	816	739.0	322314	3	1.0	0.97248	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPONDYLOPATHYNAS.FINEMAP.snp.bgz
Radiculopathy	M13_RADICULOPATHY	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	6651	6036.0	322314	3	2.0	1.0615	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_RADICULOPATHY.FINEMAP.snp.bgz
