trait_abbr	trait_code	index	trait	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda	url
E4_PARANAS	FinnGen_E4_PARANAS_306	306	Disorders of parathyroid gland, other and/or unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	223	207.0	434894	2	0.0	0.70914	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PARANAS.FINEMAP.snp.bgz
E4_PARATHYRO	FinnGen_E4_PARATHYRO_307	307	Disorders of parathyroid gland	IV Endocrine, nutritional and metabolic diseases (E4_)	7615	6968.0	434894	13	14.0	1.0398	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PARATHYRO.FINEMAP.snp.bgz
E4_PCOS	FinnGen_E4_PCOS_308	308	Polycystic ovarian syndrome	IV Endocrine, nutritional and metabolic diseases (E4_)	1909	1639.0	241998	12	9.0	1.0475	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PCOS.FINEMAP.snp.bgz
E4_PCOS_BROAD	FinnGen_E4_PCOS_BROAD_309	309	Polycystic ovarian syndrome, broad definition	IV Endocrine, nutritional and metabolic diseases (E4_)	4232	3676.0	246600	10	11.0	1.0548	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PCOS_BROAD.FINEMAP.snp.bgz
E4_PCOS_CONCORTIUM	FinnGen_E4_PCOS_CONCORTIUM_310	310	Polycystic ovarian syndrome, consortium definition	IV Endocrine, nutritional and metabolic diseases (E4_)	38322	34388.0	216296	5	5.0	1.0779	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PCOS_CONCORTIUM.FINEMAP.snp.bgz
E4_PHOS_MET	FinnGen_E4_PHOS_MET_311	311	Disorders of phosphorus metabolism and phosphatases	IV Endocrine, nutritional and metabolic diseases (E4_)	142	128.0	384093	1	0.0	0.58345	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PHOS_MET.FINEMAP.snp.bgz
E4_PITUDISNAS	FinnGen_E4_PITUDISNAS_312	312	Disorders of pituitary gland, other and/or unspecified	IV Endocrine, nutritional and metabolic diseases (E4_)	175	161.0	434894	1	0.0	0.64325	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PITUDISNAS.FINEMAP.snp.bgz
E4_PLASMAPROT	FinnGen_E4_PLASMAPROT_313	313	Disorders of plasma-protein metabolism, not elsewhere classified	IV Endocrine, nutritional and metabolic diseases (E4_)	215	183.0	384093	4	4.0	0.66468	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PLASMAPROT.FINEMAP.snp.bgz
E4_PORBILIR	FinnGen_E4_PORBILIR_314	314	Disorders of porphyrin and bilirubin metabolism	IV Endocrine, nutritional and metabolic diseases (E4_)	353	315.0	384093	2	2.0	0.82228	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PORBILIR.FINEMAP.snp.bgz
E4_PRECOXCENTPUB	FinnGen_E4_PRECOXCENTPUB_315	315	Precocious central puberty	IV Endocrine, nutritional and metabolic diseases (E4_)	202	185.0	434894	1	1.0	0.68843	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_PRECOXCENTPUB.FINEMAP.snp.bgz
E4_SPHINGOLIP	FinnGen_E4_SPHINGOLIP_316	316	Disorders of sphingolipid metabolism and other lipid storage disorders	IV Endocrine, nutritional and metabolic diseases (E4_)	113	106.0	384093	4	1.0	0.53879	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_SPHINGOLIP.FINEMAP.snp.bgz
E4_THYROIDITAUTOIM	FinnGen_E4_THYROIDITAUTOIM_317	317	Autoimmune thyroiditis	IV Endocrine, nutritional and metabolic diseases (E4_)	612	539.0	385630	4	3.0	0.93332	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_THYROIDITAUTOIM.FINEMAP.snp.bgz
E4_THYROIDITCHRON	FinnGen_E4_THYROIDITCHRON_318	318	Chronic thyroiditis	IV Endocrine, nutritional and metabolic diseases (E4_)	131	119.0	385630	2	1.0	0.57115	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_THYROIDITCHRON.FINEMAP.snp.bgz
E4_THYROIDITSUBAC	FinnGen_E4_THYROIDITSUBAC_319	319	Subacute thyroiditis	IV Endocrine, nutritional and metabolic diseases (E4_)	1175	1050.0	385630	5	7.0	1.0039	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_THYROIDITSUBAC.FINEMAP.snp.bgz
E4_THYTOXGOITDIF	FinnGen_E4_THYTOXGOITDIF_320	320	Thyrotoxicosis with diffuse goitre	IV Endocrine, nutritional and metabolic diseases (E4_)	5366	4846.0	385630	44	38.0	1.0633	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_THYTOXGOITDIF.FINEMAP.snp.bgz
E4_THYTOXGOITMULT	FinnGen_E4_THYTOXGOITMULT_321	321	Thyrotoxicosis with toxic multinodular goitre	IV Endocrine, nutritional and metabolic diseases (E4_)	1885	1717.0	443932	15	14.0	1.0405	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_THYTOXGOITMULT.FINEMAP.snp.bgz
E4_THYTOXNOD	FinnGen_E4_THYTOXNOD_322	322	Thyrotoxicosis with toxic single thyroid nodule	IV Endocrine, nutritional and metabolic diseases (E4_)	273	246.0	443932	1	3.0	0.76963	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_THYTOXNOD.FINEMAP.snp.bgz
E4_VIT_B_DEF	FinnGen_E4_VIT_B_DEF_323	323	Deficiency of other B group vitamins	IV Endocrine, nutritional and metabolic diseases (E4_)	695	652.0	424573	1	1.0	0.95212	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_VIT_B_DEF.FINEMAP.snp.bgz
E4_VIT_D_DEF	FinnGen_E4_VIT_D_DEF_324	324	Vitamin D deficiency	IV Endocrine, nutritional and metabolic diseases (E4_)	554	482.0	424573	2	2.0	0.91712	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_VIT_D_DEF.FINEMAP.snp.bgz
ENTEROPATH_E_COLI	FinnGen_ENTEROPATH_E_COLI_325	325	Enteropathogenic Escherichia coli infection	I Certain infectious and parasitic diseases (AB1_)	84	72.0	446913	1	1.0	0.4637	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ENTEROPATH_E_COLI.FINEMAP.snp.bgz
ERECTILE_DYSFUNCTION	FinnGen_ERECTILE_DYSFUNCTION_326	326	Erectile dysfunction	V Mental and behavioural disorders (F5_)	2548	2418.0	196451	3	3.0	1.0318	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ERECTILE_DYSFUNCTION.FINEMAP.snp.bgz
F5_ADHD	FinnGen_F5_ADHD_327	327	Disturbance of activity and attention	V Mental and behavioural disorders (F5_)	3702	2788.0	445327	2	0.0	1.0692	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_ADHD.FINEMAP.snp.bgz
F5_ALCOHOLAC	FinnGen_F5_ALCOHOLAC_328	328	Acute alcohol intoxication	V Mental and behavioural disorders (F5_)	10858	9884.0	424985	1	3.0	1.0996	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_ALCOHOLAC.FINEMAP.snp.bgz
F5_ALCOHOL_DEPENDENCE	FinnGen_F5_ALCOHOL_DEPENDENCE_329	329	Alcohol dependence	V Mental and behavioural disorders (F5_)	11503	10707.0	424985	4	5.0	1.1097	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_ALCOHOL_DEPENDENCE.FINEMAP.snp.bgz
F5_ALLANXIOUS	FinnGen_F5_ALLANXIOUS_330	330	All anxiety disorders	V Mental and behavioural disorders (F5_)	31780	27664.0	403817	8	6.0	1.1374	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_ALLANXIOUS.FINEMAP.snp.bgz
F5_ALZHDEMENT	FinnGen_F5_ALZHDEMENT_331	331	Dementia in Alzheimer disease	V Mental and behavioural disorders (F5_)	6741	6145.0	428053	14	13.0	1.0842	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_ALZHDEMENT.FINEMAP.snp.bgz
F5_ANAPER	FinnGen_F5_ANAPER_332	332	Anankastic personality disorder	V Mental and behavioural disorders (F5_)	1323	1147.0	441041	3	0.0	1.0107	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_ANAPER.FINEMAP.snp.bgz
F5_ANXIETY	FinnGen_F5_ANXIETY_333	333	Other anxiety disorders	V Mental and behavioural disorders (F5_)	21792	18903.0	403817	3	2.0	1.1047	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_ANXIETY.FINEMAP.snp.bgz
F5_ANXPER	FinnGen_F5_ANXPER_334	334	Anxious personality disorder	V Mental and behavioural disorders (F5_)	663	602.0	441041	1	1.0	0.93753	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_ANXPER.FINEMAP.snp.bgz
F5_BEHAVE	FinnGen_F5_BEHAVE_335	335	Behavioural syndromes associated with physiological disturbances and physical factors	V Mental and behavioural disorders (F5_)	13531	11671.0	440202	1	0.0	1.043	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_BEHAVE.FINEMAP.snp.bgz
F5_BIPO	FinnGen_F5_BIPO_336	336	Bipolar affective disorders	V Mental and behavioural disorders (F5_)	8209	7569.0	394756	2	2.0	1.0731	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_BIPO.FINEMAP.snp.bgz
F5_DELIRIUM	FinnGen_F5_DELIRIUM_337	337	Delirium, not induced by alcohol and other psychoactive substances	V Mental and behavioural disorders (F5_)	3827	3371.0	428053	4	2.0	1.028	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DELIRIUM.FINEMAP.snp.bgz
F5_DELUSIO	FinnGen_F5_DELUSIO_338	338	Persistent delusional disorders	V Mental and behavioural disorders (F5_)	2729	2554.0	439144	2	2.0	1.0379	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DELUSIO.FINEMAP.snp.bgz
F5_DEMENTIA	FinnGen_F5_DEMENTIA_339	339	Dementia	V Mental and behavioural disorders (F5_)	20667	19157.0	428053	39	28.0	1.0917	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEMENTIA.FINEMAP.snp.bgz
F5_DEMENTIA_INCLAVO	FinnGen_F5_DEMENTIA_INCLAVO_340	340	Dementia, including avohilmo	V Mental and behavioural disorders (F5_)	22462	20338.0	431271	36	30.0	1.087	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEMENTIA_INCLAVO.FINEMAP.snp.bgz
F5_DEMINOTH	FinnGen_F5_DEMINOTH_341	341	Dementia in other diseases classified elsewhere	V Mental and behavioural disorders (F5_)	1383	1268.0	428053	1	1.0	1.0088	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEMINOTH.FINEMAP.snp.bgz
F5_DEMNAS	FinnGen_F5_DEMNAS_342	342	Unspecified dementia	V Mental and behavioural disorders (F5_)	4805	4408.0	428053	10	8.0	1.0604	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEMNAS.FINEMAP.snp.bgz
F5_DEPRESSIO	FinnGen_F5_DEPRESSIO_343	343	Depression	V Mental and behavioural disorders (F5_)	53313	47696.0	394756	38	27.0	1.1774	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEPRESSIO.FINEMAP.snp.bgz
F5_DEPRESSION_DYSTHYMIA	FinnGen_F5_DEPRESSION_DYSTHYMIA_344	344	Depression or dysthymia	V Mental and behavioural disorders (F5_)	63608	54733.0	236510	62	39.0	1.2291	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEPRESSION_DYSTHYMIA.FINEMAP.snp.bgz
F5_DEPRESSION_RECURRENT	FinnGen_F5_DEPRESSION_RECURRENT_345	345	Recurrent or chronic depression	V Mental and behavioural disorders (F5_)	22768	19388.0	236510	19	18.0	1.157	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEPRESSION_RECURRENT.FINEMAP.snp.bgz
F5_DISSOCIATIVE	FinnGen_F5_DISSOCIATIVE_346	346	Dissociative [conversion] disorders	V Mental and behavioural disorders (F5_)	1384	1250.0	403817	1	1.0	1.0018	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DISSOCIATIVE.FINEMAP.snp.bgz
F5_EATOTH	FinnGen_F5_EATOTH_347	347	Other eating disorders	V Mental and behavioural disorders (F5_)	1941	1716.0	440202	1	0.0	1.0236	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_EATOTH.FINEMAP.snp.bgz
F5_EMOCHILD	FinnGen_F5_EMOCHILD_348	348	Emotional disorders and disorders of social functioning with onset specific to childhood	V Mental and behavioural disorders (F5_)	2013	1799.0	445327	2	2.0	1.0531	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_EMOCHILD.FINEMAP.snp.bgz
F5_HYPERSOMNIA	FinnGen_F5_HYPERSOMNIA_349	349	Hypersomnia	V Mental and behavioural disorders (F5_)	457	407.0	445483	1	1.0	0.86924	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_HYPERSOMNIA.FINEMAP.snp.bgz
F5_INSOMNIA	FinnGen_F5_INSOMNIA_350	350	Insomnia	V Mental and behavioural disorders (F5_)	5763	4801.0	445483	1	2.0	1.0419	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_INSOMNIA.FINEMAP.snp.bgz
F5_KELAMENT	FinnGen_F5_KELAMENT_351	351	Kela-code for severe mental illness	V Mental and behavioural disorders (F5_)	17319	16578.0	434312	1	2.0	1.0715	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_KELAMENT.FINEMAP.snp.bgz
F5_KELARET	FinnGen_F5_KELARET_352	352	Kela-code for behavioural disturbances in mental retardation	V Mental and behavioural disorders (F5_)	262	248.0	452317	1	0.0	0.71957	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_KELARET.FINEMAP.snp.bgz
F5_MENTORG	FinnGen_F5_MENTORG_353	353	Other mental disorders due to brain damage and dysfunction and to physical disease	V Mental and behavioural disorders (F5_)	3704	3385.0	428053	3	1.0	1.0379	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_MENTORG.FINEMAP.snp.bgz
F5_MILDRET	FinnGen_F5_MILDRET_354	354	Mild mental retardation	V Mental and behavioural disorders (F5_)	850	800.0	452317	2	2.0	0.97041	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_MILDRET.FINEMAP.snp.bgz
F5_MIXEDDEV	FinnGen_F5_MIXEDDEV_355	355	Mixed specific developmental disorders	V Mental and behavioural disorders (F5_)	724	654.0	448872	1	0.0	0.98234	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_MIXEDDEV.FINEMAP.snp.bgz
F5_MIXPER	FinnGen_F5_MIXPER_356	356	Mixed and other personality disorders	V Mental and behavioural disorders (F5_)	3054	2817.0	441041	1	0.0	1.0468	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_MIXPER.FINEMAP.snp.bgz
F5_MODRET	FinnGen_F5_MODRET_357	357	Moderate mental retardation	V Mental and behavioural disorders (F5_)	201	190.0	452317	1	1.0	0.65659	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_MODRET.FINEMAP.snp.bgz
F5_MOOD	FinnGen_F5_MOOD_358	358	Mood [affective] disorders	V Mental and behavioural disorders (F5_)	58977	52891.0	394756	36	29.0	1.1857	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_MOOD.FINEMAP.snp.bgz
F5_MOODOTH	FinnGen_F5_MOODOTH_359	359	Other and unspecified mood [affective] disorders	V Mental and behavioural disorders (F5_)	2735	2425.0	394756	1	0.0	1.0427	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_MOODOTH.FINEMAP.snp.bgz
F5_OTHERSUB	FinnGen_F5_OTHERSUB_360	360	Mental and behavioural disorders due to multiple drug use and use of multiple drugs and use of other psychoactive substances	V Mental and behavioural disorders (F5_)	2649	2491.0	445828	4	2.0	1.0469	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_OTHERSUB.FINEMAP.snp.bgz
F5_OTHPER	FinnGen_F5_OTHPER_361	361	Other specified and unspecified personality disorders	V Mental and behavioural disorders (F5_)	3504	3234.0	441041	1	1.0	1.0542	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_OTHPER.FINEMAP.snp.bgz
F5_PERSMOOD	FinnGen_F5_PERSMOOD_362	362	Persistent mood disorders	V Mental and behavioural disorders (F5_)	8142	7361.0	394756	1	1.0	1.0606	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_PERSMOOD.FINEMAP.snp.bgz
F5_PERVASIVE	FinnGen_F5_PERVASIVE_363	363	Pervasive developmental disorders excl. Autism + Asperger	V Mental and behavioural disorders (F5_)	352	310.0	448872	1	1.0	0.81506	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_PERVASIVE.FINEMAP.snp.bgz
F5_PHYSBEHOTH	FinnGen_F5_PHYSBEHOTH_364	364	Unspecified behavioural syndromes associated with physiological disturbances and physical factors +Physiological and behavioural factors associated with disorders of diseases classified elsewhere	V Mental and behavioural disorders (F5_)	545	508.0	440202	1	2.0	0.91587	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_PHYSBEHOTH.FINEMAP.snp.bgz
F5_PSYCHDEV	FinnGen_F5_PSYCHDEV_365	365	Disorders of psychological development	V Mental and behavioural disorders (F5_)	4861	4233.0	448872	1	2.0	1.029	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_PSYCHDEV.FINEMAP.snp.bgz
F5_PSYCHDEVOTH	FinnGen_F5_PSYCHDEVOTH_366	366	Other and unspecified disorders of psychological development	V Mental and behavioural disorders (F5_)	346	312.0	448872	3	3.0	0.81153	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_PSYCHDEVOTH.FINEMAP.snp.bgz
F5_PSYTRANS	FinnGen_F5_PSYTRANS_367	367	Acute and transient psychotic disorders	V Mental and behavioural disorders (F5_)	4724	4464.0	439144	1	2.0	1.0392	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_PSYTRANS.FINEMAP.snp.bgz
F5_PTSD	FinnGen_F5_PTSD_368	368	Post-traumatic stress disorder	V Mental and behavioural disorders (F5_)	3005	2615.0	403817	1	0.0	1.0443	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_PTSD.FINEMAP.snp.bgz
F5_SCHIZOAFF	FinnGen_F5_SCHIZOAFF_369	369	Schizoaffective disorder	V Mental and behavioural disorders (F5_)	2945	2837.0	439144	1	1.0	0.99969	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_SCHIZOAFF.FINEMAP.snp.bgz
F5_SCHIZPER	FinnGen_F5_SCHIZPER_370	370	Schizoid personality disorder	V Mental and behavioural disorders (F5_)	614	580.0	441041	3	1.0	0.9205	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_SCHIZPER.FINEMAP.snp.bgz
F5_SCHZPHR	FinnGen_F5_SCHZPHR_371	371	Schizophrenia	V Mental and behavioural disorders (F5_)	6933	6708.0	439144	3	2.0	1.0146	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_SCHZPHR.FINEMAP.snp.bgz
F5_SEDAHYP	FinnGen_F5_SEDAHYP_372	372	Mental and behavioural disorders due to sedatives or hypnotics	V Mental and behavioural disorders (F5_)	2452	2259.0	445828	1	1.0	1.0419	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_SEDAHYP.FINEMAP.snp.bgz
F5_SEXPREF	FinnGen_F5_SEXPREF_373	373	Disorders of sexual preference	V Mental and behavioural disorders (F5_)	69	63.0	441041	2	0.0	0.41046	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_SEXPREF.FINEMAP.snp.bgz
F5_SLEEPWAKE	FinnGen_F5_SLEEPWAKE_374	374	Disorder of the sleep-wake schedule	V Mental and behavioural disorders (F5_)	548	456.0	445483	3	0.0	0.90356	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_SLEEPWAKE.FINEMAP.snp.bgz
F5_SOLVENT	FinnGen_F5_SOLVENT_375	375	Mental and behavioural disorders due to use of volatile solvents	V Mental and behavioural disorders (F5_)	89	81.0	445828	1	1.0	0.45665	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_SOLVENT.FINEMAP.snp.bgz
F5_SPEECH	FinnGen_F5_SPEECH_376	376	Specific development disorders of speech and language	V Mental and behavioural disorders (F5_)	2103	1826.0	448872	1	1.0	1.0192	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_SPEECH.FINEMAP.snp.bgz
F5_STRESSOTH	FinnGen_F5_STRESSOTH_377	377	Other reaction to severe stress, and adjustment disorders	V Mental and behavioural disorders (F5_)	16901	15226.0	403817	2	1.0	1.0653	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_STRESSOTH.FINEMAP.snp.bgz
F5_SUBSNOALCO	FinnGen_F5_SUBSNOALCO_378	378	Substance use, excluding alcohol	V Mental and behavioural disorders (F5_)	7905	7232.0	424985	2	3.0	1.08	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_SUBSNOALCO.FINEMAP.snp.bgz
